title,provider,subject,school,language,commitment_time,session,course_length(weeks),review count interval(강의시작일 + 강의수업길이 + 1분기<3개월>),review_count (from session start to the interval),total_review_count,total_review_average,pace,certification_available,url,level,price,,,
Data structures: Measuring and Optimizing Performance,Coursera,Theoretical Computer Science,"University of California, San Diego",English,null,2016-05-09,5,2016-09-13,,2,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4203/coursera-data-structures-measuring-and-optimizing-performance,null,null,,,
Data structures: Measuring and Optimizing Performance,Coursera,Theoretical Computer Science,"University of California, San Diego",English,null,2016-04-11,5,2016-08-16,,2,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4203/coursera-data-structures-measuring-and-optimizing-performance,null,null,,,
Data structures: Measuring and Optimizing Performance,Coursera,Theoretical Computer Science,"University of California, San Diego",English,null,2016-03-28,5,2016-08-02,,2,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4203/coursera-data-structures-measuring-and-optimizing-performance,null,null,,,
Data structures: Measuring and Optimizing Performance,Coursera,Theoretical Computer Science,"University of California, San Diego",English,null,2016-03-14,5,2016-07-18,,2,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4203/coursera-data-structures-measuring-and-optimizing-performance,null,null,,,
Data structures: Measuring and Optimizing Performance,Coursera,Theoretical Computer Science,"University of California, San Diego",English,null,2016-02-29,5,2016-07-04,,2,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4203/coursera-data-structures-measuring-and-optimizing-performance,null,null,,,
Data structures: Measuring and Optimizing Performance,Coursera,Theoretical Computer Science,"University of California, San Diego",English,null,2016-02-15,5,2016-06-21,,2,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4203/coursera-data-structures-measuring-and-optimizing-performance,null,null,,,
Data structures: Measuring and Optimizing Performance,Coursera,Theoretical Computer Science,"University of California, San Diego",English,null,2016-02-01,5,2016-06-07,,2,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4203/coursera-data-structures-measuring-and-optimizing-performance,null,null,,,
Data structures: Measuring and Optimizing Performance,Coursera,Theoretical Computer Science,"University of California, San Diego",English,null,2016-01-18,5,2016-05-22,,2,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4203/coursera-data-structures-measuring-and-optimizing-performance,null,null,,,
Data structures: Measuring and Optimizing Performance,Coursera,Theoretical Computer Science,"University of California, San Diego",English,null,2016-01-04,5,2016-05-08,,2,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4203/coursera-data-structures-measuring-and-optimizing-performance,null,null,,,
Data structures: Measuring and Optimizing Performance,Coursera,Theoretical Computer Science,"University of California, San Diego",English,null,2015-12-21,5,2016-04-25,,2,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4203/coursera-data-structures-measuring-and-optimizing-performance,null,null,,,
Data structures: Measuring and Optimizing Performance,Coursera,Theoretical Computer Science,"University of California, San Diego",English,null,2015-12-07,5,2016-04-11,,2,3.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4203/coursera-data-structures-measuring-and-optimizing-performance,null,null,,,
Data structures: Measuring and Optimizing Performance,Coursera,Theoretical Computer Science,"University of California, San Diego",English,null,2015-11-23,5,2016-03-28,,2,3.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4203/coursera-data-structures-measuring-and-optimizing-performance,null,null,,,
Data structures: Measuring and Optimizing Performance,Coursera,Theoretical Computer Science,"University of California, San Diego",English,null,2015-11-09,5,2016-03-14,,2,3.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4203/coursera-data-structures-measuring-and-optimizing-performance,null,null,,,
Data structures: Measuring and Optimizing Performance,Coursera,Theoretical Computer Science,"University of California, San Diego",English,null,2015-10-26,5,2016-02-29,,2,3.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4203/coursera-data-structures-measuring-and-optimizing-performance,null,null,,,
Leading Organizations,Coursera,Leadership and Management,HEC Paris,English,4-5 hours a week,2016-07-04,4,2016-11-01,,2,3.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4246/coursera-leading-organizations,null,null,,,
Leading Organizations,Coursera,Leadership and Management,HEC Paris,English,4-5 hours a week,2016-06-20,4,2016-10-18,,2,3.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4246/coursera-leading-organizations,null,null,,,
Leading Organizations,Coursera,Leadership and Management,HEC Paris,English,4-5 hours a week,2016-06-06,4,2016-10-04,,2,3.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4246/coursera-leading-organizations,null,null,,,
Leading Organizations,Coursera,Leadership and Management,HEC Paris,English,4-5 hours a week,2016-05-23,4,2016-09-20,,2,3.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4246/coursera-leading-organizations,null,null,,,
Leading Organizations,Coursera,Leadership and Management,HEC Paris,English,4-5 hours a week,2016-04-11,4,2016-08-09,,2,3.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4246/coursera-leading-organizations,null,null,,,
Leading Organizations,Coursera,Leadership and Management,HEC Paris,English,4-5 hours a week,2016-03-28,4,2016-07-25,,2,3.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4246/coursera-leading-organizations,null,null,,,
Leading Organizations,Coursera,Leadership and Management,HEC Paris,English,4-5 hours a week,2016-03-14,4,2016-07-11,,2,3.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4246/coursera-leading-organizations,null,null,,,
Leading Organizations,Coursera,Leadership and Management,HEC Paris,English,4-5 hours a week,2016-02-29,4,2016-06-28,,2,3.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4246/coursera-leading-organizations,null,null,,,
Leading Organizations,Coursera,Leadership and Management,HEC Paris,English,4-5 hours a week,2016-02-15,4,2016-06-14,,2,3.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4246/coursera-leading-organizations,null,null,,,
Leading Organizations,Coursera,Leadership and Management,HEC Paris,English,4-5 hours a week,2016-02-01,4,2016-05-29,,2,3.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4246/coursera-leading-organizations,null,null,,,
Leading Organizations,Coursera,Leadership and Management,HEC Paris,English,4-5 hours a week,2016-01-18,4,2016-05-15,,2,3.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4246/coursera-leading-organizations,null,null,,,
Leading Organizations,Coursera,Leadership and Management,HEC Paris,English,4-5 hours a week,2016-01-04,4,2016-05-01,,2,3.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4246/coursera-leading-organizations,null,null,,,
Leading Organizations,Coursera,Leadership and Management,HEC Paris,English,4-5 hours a week,2015-12-21,4,2016-04-18,,2,3.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4246/coursera-leading-organizations,null,null,,,
Leading Organizations,Coursera,Leadership and Management,HEC Paris,English,4-5 hours a week,2015-12-07,4,2016-04-04,,2,3.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4246/coursera-leading-organizations,null,null,,,
Java Programming: Principles of Software Design,Coursera,Software Development,Duke University,English,3-5 hours a week,2016-07-04,4,2016-11-01,,2,3.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4323/coursera-java-programming-principles-of-software-design,Beginner,null,,,
Java Programming: Principles of Software Design,Coursera,Software Development,Duke University,English,3-5 hours a week,2016-06-20,4,2016-10-18,,2,3.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4323/coursera-java-programming-principles-of-software-design,Beginner,null,,,
Java Programming: Principles of Software Design,Coursera,Software Development,Duke University,English,3-5 hours a week,2016-06-06,4,2016-10-04,,2,3.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4323/coursera-java-programming-principles-of-software-design,Beginner,null,,,
Java Programming: Principles of Software Design,Coursera,Software Development,Duke University,English,3-5 hours a week,2016-05-23,4,2016-09-20,,2,3.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4323/coursera-java-programming-principles-of-software-design,Beginner,null,,,
Java Programming: Principles of Software Design,Coursera,Software Development,Duke University,English,3-5 hours a week,2016-05-09,4,2016-09-06,,2,3.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4323/coursera-java-programming-principles-of-software-design,Beginner,null,,,
Java Programming: Principles of Software Design,Coursera,Software Development,Duke University,English,3-5 hours a week,2016-04-25,4,2016-08-23,,2,4,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4323/coursera-java-programming-principles-of-software-design,Beginner,null,,,
Java Programming: Principles of Software Design,Coursera,Software Development,Duke University,English,3-5 hours a week,2016-04-11,4,2016-08-09,,2,4,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4323/coursera-java-programming-principles-of-software-design,Beginner,null,,,
Java Programming: Principles of Software Design,Coursera,Software Development,Duke University,English,3-5 hours a week,2016-03-28,4,2016-07-25,,2,4,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4323/coursera-java-programming-principles-of-software-design,Beginner,null,,,
Java Programming: Principles of Software Design,Coursera,Software Development,Duke University,English,3-5 hours a week,2016-03-14,4,2016-07-11,,2,4.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4323/coursera-java-programming-principles-of-software-design,Beginner,null,,,
Java Programming: Principles of Software Design,Coursera,Software Development,Duke University,English,3-5 hours a week,2016-02-29,4,2016-06-28,,2,4.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4323/coursera-java-programming-principles-of-software-design,Beginner,null,,,
Java Programming: Principles of Software Design,Coursera,Software Development,Duke University,English,3-5 hours a week,2016-02-15,4,2016-06-14,,2,4.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4323/coursera-java-programming-principles-of-software-design,Beginner,null,,,
Java Programming: Principles of Software Design,Coursera,Software Development,Duke University,English,3-5 hours a week,2016-02-01,4,2016-05-29,,2,4.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4323/coursera-java-programming-principles-of-software-design,Beginner,null,,,
Java Programming: Principles of Software Design,Coursera,Software Development,Duke University,English,3-5 hours a week,2016-01-18,4,2016-05-15,,2,4.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4323/coursera-java-programming-principles-of-software-design,Beginner,null,,,
Java Programming: Principles of Software Design,Coursera,Software Development,Duke University,English,3-5 hours a week,2016-01-04,4,2016-05-01,,2,4.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4323/coursera-java-programming-principles-of-software-design,Beginner,null,,,
Java Programming: Principles of Software Design,Coursera,Software Development,Duke University,English,3-5 hours a week,2015-12-21,4,2016-04-18,,2,4.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4323/coursera-java-programming-principles-of-software-design,Beginner,null,,,
Principles of fMRI 1,Coursera,Data Analysis,Johns Hopkins University,English,4-6 hours a week,2016-07-04,4,2016-11-01,,2,5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4397/coursera-principles-of-fmri-1,null,null,,,
Principles of fMRI 1,Coursera,Data Analysis,Johns Hopkins University,English,4-6 hours a week,2016-06-06,4,2016-10-04,,2,5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4397/coursera-principles-of-fmri-1,null,null,,,
Principles of fMRI 1,Coursera,Data Analysis,Johns Hopkins University,English,4-6 hours a week,2016-04-11,4,2016-08-09,,2,5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4397/coursera-principles-of-fmri-1,null,null,,,
Principles of fMRI 1,Coursera,Data Analysis,Johns Hopkins University,English,4-6 hours a week,2016-03-07,4,2016-07-04,,2,5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4397/coursera-principles-of-fmri-1,null,null,,,
Principles of fMRI 1,Coursera,Data Analysis,Johns Hopkins University,English,4-6 hours a week,2015-11-09,4,2016-03-07,,2,5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4397/coursera-principles-of-fmri-1,null,null,,,
Principles of fMRI 1,Coursera,Data Analysis,Johns Hopkins University,English,4-6 hours a week,2015-10-12,4,2016-02-09,,2,5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4397/coursera-principles-of-fmri-1,null,null,,,
Giving Sense to Your Leadership Experience,Coursera,Leadership and Management,HEC Paris,English,null,2016-07-04,4,2016-11-01,,2,5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4347/coursera-giving-sense-to-your-leadership-experience,null,null,,,
Giving Sense to Your Leadership Experience,Coursera,Leadership and Management,HEC Paris,English,null,2016-06-20,4,2016-10-18,,2,5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4347/coursera-giving-sense-to-your-leadership-experience,null,null,,,
Giving Sense to Your Leadership Experience,Coursera,Leadership and Management,HEC Paris,English,null,2016-06-06,4,2016-10-04,,2,5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4347/coursera-giving-sense-to-your-leadership-experience,null,null,,,
Giving Sense to Your Leadership Experience,Coursera,Leadership and Management,HEC Paris,English,null,2016-05-23,4,2016-09-20,,2,5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4347/coursera-giving-sense-to-your-leadership-experience,null,null,,,
Giving Sense to Your Leadership Experience,Coursera,Leadership and Management,HEC Paris,English,null,2016-04-11,4,2016-08-09,,2,5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4347/coursera-giving-sense-to-your-leadership-experience,null,null,,,
Giving Sense to Your Leadership Experience,Coursera,Leadership and Management,HEC Paris,English,null,2016-03-28,4,2016-07-25,,2,5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4347/coursera-giving-sense-to-your-leadership-experience,null,null,,,
Giving Sense to Your Leadership Experience,Coursera,Leadership and Management,HEC Paris,English,null,2016-03-14,4,2016-07-11,,2,5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4347/coursera-giving-sense-to-your-leadership-experience,null,null,,,
Giving Sense to Your Leadership Experience,Coursera,Leadership and Management,HEC Paris,English,null,2016-02-29,4,2016-06-28,,2,5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4347/coursera-giving-sense-to-your-leadership-experience,null,null,,,
Giving Sense to Your Leadership Experience,Coursera,Leadership and Management,HEC Paris,English,null,2016-02-15,4,2016-06-14,,2,5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4347/coursera-giving-sense-to-your-leadership-experience,null,null,,,
Giving Sense to Your Leadership Experience,Coursera,Leadership and Management,HEC Paris,English,null,2016-02-01,4,2016-05-29,,2,5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4347/coursera-giving-sense-to-your-leadership-experience,null,null,,,
Giving Sense to Your Leadership Experience,Coursera,Leadership and Management,HEC Paris,English,null,2016-01-18,4,2016-05-15,,2,5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4347/coursera-giving-sense-to-your-leadership-experience,null,null,,,
Giving Sense to Your Leadership Experience,Coursera,Leadership and Management,HEC Paris,English,null,2016-01-04,4,2016-05-01,,2,5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4347/coursera-giving-sense-to-your-leadership-experience,null,null,,,
Giving Sense to Your Leadership Experience,Coursera,Leadership and Management,HEC Paris,English,null,2015-12-21,4,2016-04-18,,2,2.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4347/coursera-giving-sense-to-your-leadership-experience,null,null,,,
Giving Sense to Your Leadership Experience,Coursera,Leadership and Management,HEC Paris,English,null,2015-12-07,4,2016-04-04,,2,2.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4347/coursera-giving-sense-to-your-leadership-experience,null,null,,,
Giving Sense to Your Leadership Experience,Coursera,Leadership and Management,HEC Paris,English,null,2015-11-23,4,2016-03-21,,2,2.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4347/coursera-giving-sense-to-your-leadership-experience,null,null,,,
Giving Sense to Your Leadership Experience,Coursera,Leadership and Management,HEC Paris,English,null,2015-11-09,4,2016-03-07,,2,2.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4347/coursera-giving-sense-to-your-leadership-experience,null,null,,,
Giving Sense to Your Leadership Experience,Coursera,Leadership and Management,HEC Paris,English,null,2015-10-26,4,2016-02-23,,2,2.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4347/coursera-giving-sense-to-your-leadership-experience,null,null,,,
Health Informatics on FHIR,Coursera,Medicine & Healthcare,Georgia Institute of Technology,English,null,2016-07-04,4,2016-11-01,,2,2.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4859/coursera-health-informatics-on-fhir,null,null,,,
Health Informatics on FHIR,Coursera,Medicine & Healthcare,Georgia Institute of Technology,English,null,2016-06-06,4,2016-10-04,,2,2.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4859/coursera-health-informatics-on-fhir,null,null,,,
Health Informatics on FHIR,Coursera,Medicine & Healthcare,Georgia Institute of Technology,English,null,2016-05-09,4,2016-09-06,,2,2.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4859/coursera-health-informatics-on-fhir,null,null,,,
Communicating Data Science Results,Coursera,Data Analysis,University of Washington,English,null,2016-07-04,3,2016-10-25,,2,2.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/5028/coursera-communicating-data-science-results,null,null,,,
Communicating Data Science Results,Coursera,Data Analysis,University of Washington,English,null,2016-06-20,3,2016-10-11,,2,2.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/5028/coursera-communicating-data-science-results,null,null,,,
Communicating Data Science Results,Coursera,Data Analysis,University of Washington,English,null,2016-06-06,3,2016-09-27,,2,2.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/5028/coursera-communicating-data-science-results,null,null,,,
Communicating Data Science Results,Coursera,Data Analysis,University of Washington,English,null,2016-05-23,3,2016-09-13,,2,2.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/5028/coursera-communicating-data-science-results,null,null,,,
Communicating Data Science Results,Coursera,Data Analysis,University of Washington,English,null,2016-04-11,3,2016-08-02,,2,2.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/5028/coursera-communicating-data-science-results,null,null,,,
Communicating Data Science Results,Coursera,Data Analysis,University of Washington,English,null,2016-03-28,3,2016-07-18,,2,2.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/5028/coursera-communicating-data-science-results,null,null,,,
Communicating Data Science Results,Coursera,Data Analysis,University of Washington,English,null,2016-03-14,3,2016-07-04,,2,4.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/5028/coursera-communicating-data-science-results,null,null,,,
Communicating Data Science Results,Coursera,Data Analysis,University of Washington,English,null,2016-02-29,3,2016-06-21,,2,4.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/5028/coursera-communicating-data-science-results,null,null,,,
Communicating Data Science Results,Coursera,Data Analysis,University of Washington,English,null,2016-02-15,3,2016-06-07,,2,4.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/5028/coursera-communicating-data-science-results,null,null,,,
Communicating Data Science Results,Coursera,Data Analysis,University of Washington,English,null,2016-02-01,3,2016-05-22,,2,4.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/5028/coursera-communicating-data-science-results,null,null,,,
Communicating Data Science Results,Coursera,Data Analysis,University of Washington,English,null,2016-01-18,3,2016-05-08,,2,4.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/5028/coursera-communicating-data-science-results,null,null,,,
Communicating Data Science Results,Coursera,Data Analysis,University of Washington,English,null,2016-01-04,3,2016-04-25,,2,4.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/5028/coursera-communicating-data-science-results,null,null,,,
Communicating Data Science Results,Coursera,Data Analysis,University of Washington,English,null,2015-12-21,3,2016-04-11,,2,4.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/5028/coursera-communicating-data-science-results,null,null,,,
Communicating Data Science Results,Coursera,Data Analysis,University of Washington,English,null,2015-12-07,3,2016-03-28,,2,4.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/5028/coursera-communicating-data-science-results,null,null,,,
Communicating Data Science Results,Coursera,Data Analysis,University of Washington,English,null,2015-11-25,3,2016-03-16,,2,4.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/5028/coursera-communicating-data-science-results,null,null,,,
Foundations of Teaching for Learning 3: Learners and Learning,Coursera,Education,Commonwealth Education Trust,English,3-4 hours a week,2016-07-11,6,2016-11-22,,2,4.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/876/coursera-foundations-of-teaching-for-learning-3-learners-and-learning,null,null,,,
Foundations of Teaching for Learning 3: Learners and Learning,Coursera,Education,Commonwealth Education Trust,English,3-4 hours a week,2016-06-13,6,2016-10-25,,2,4.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/876/coursera-foundations-of-teaching-for-learning-3-learners-and-learning,null,null,,,
Foundations of Teaching for Learning 3: Learners and Learning,Coursera,Education,Commonwealth Education Trust,English,3-4 hours a week,2016-05-16,6,2016-09-27,,2,4.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/876/coursera-foundations-of-teaching-for-learning-3-learners-and-learning,null,null,,,
Foundations of Teaching for Learning 3: Learners and Learning,Coursera,Education,Commonwealth Education Trust,English,3-4 hours a week,2016-04-18,6,2016-08-30,,2,4.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/876/coursera-foundations-of-teaching-for-learning-3-learners-and-learning,null,null,,,
Foundations of Teaching for Learning 3: Learners and Learning,Coursera,Education,Commonwealth Education Trust,English,3-4 hours a week,2016-03-21,6,2016-08-02,,2,4.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/876/coursera-foundations-of-teaching-for-learning-3-learners-and-learning,null,null,,,
Foundations of Teaching for Learning 3: Learners and Learning,Coursera,Education,Commonwealth Education Trust,English,3-4 hours a week,2016-02-22,6,2016-07-04,,2,4.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/876/coursera-foundations-of-teaching-for-learning-3-learners-and-learning,null,null,,,
Foundations of Teaching for Learning 3: Learners and Learning,Coursera,Education,Commonwealth Education Trust,English,3-4 hours a week,2016-01-25,6,2016-06-07,,2,4.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/876/coursera-foundations-of-teaching-for-learning-3-learners-and-learning,null,null,,,
Foundations of Teaching for Learning 3: Learners and Learning,Coursera,Education,Commonwealth Education Trust,English,3-4 hours a week,2015-12-28,6,2016-05-08,,2,4.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/876/coursera-foundations-of-teaching-for-learning-3-learners-and-learning,null,null,,,
Foundations of Teaching for Learning 3: Learners and Learning,Coursera,Education,Commonwealth Education Trust,English,3-4 hours a week,2015-11-30,6,2016-04-11,,2,4.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/876/coursera-foundations-of-teaching-for-learning-3-learners-and-learning,null,null,,,
Foundations of Teaching for Learning 3: Learners and Learning,Coursera,Education,Commonwealth Education Trust,English,3-4 hours a week,2015-11-02,6,2016-03-14,,2,4.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/876/coursera-foundations-of-teaching-for-learning-3-learners-and-learning,null,null,,,
Foundations of Teaching for Learning 3: Learners and Learning,Coursera,Education,Commonwealth Education Trust,English,3-4 hours a week,2015-10-05,6,2016-02-16,,2,4.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/876/coursera-foundations-of-teaching-for-learning-3-learners-and-learning,null,null,,,
Foundations of Teaching for Learning 3: Learners and Learning,Coursera,Education,Commonwealth Education Trust,English,3-4 hours a week,2015-06-08,6,2015-10-20,,2,4.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/876/coursera-foundations-of-teaching-for-learning-3-learners-and-learning,null,null,,,
Foundations of Teaching for Learning 3: Learners and Learning,Coursera,Education,Commonwealth Education Trust,English,3-4 hours a week,2015-01-05,6,2015-05-16,,2,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/876/coursera-foundations-of-teaching-for-learning-3-learners-and-learning,null,null,,,
Foundations of Teaching for Learning 3: Learners and Learning,Coursera,Education,Commonwealth Education Trust,English,3-4 hours a week,2014-05-12,6,2014-09-23,,2,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/876/coursera-foundations-of-teaching-for-learning-3-learners-and-learning,null,null,,,
Foundations of Teaching for Learning 3: Learners and Learning,Coursera,Education,Commonwealth Education Trust,English,3-4 hours a week,2013-11-11,6,2014-03-23,,2,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/876/coursera-foundations-of-teaching-for-learning-3-learners-and-learning,null,null,,,
Introduction to Thermodynamics: Transferring Energy from Here to There,Coursera,Mechanical Engineering,University of Michigan,English,3-6 hours a week,2016-07-11,8,2016-12-05,,2,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/815/coursera-introduction-to-thermodynamics-transferring-energy-from-here-to-there,null,null,,,
Introduction to Thermodynamics: Transferring Energy from Here to There,Coursera,Mechanical Engineering,University of Michigan,English,3-6 hours a week,2016-06-13,8,2016-11-08,,2,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/815/coursera-introduction-to-thermodynamics-transferring-energy-from-here-to-there,null,null,,,
Introduction to Thermodynamics: Transferring Energy from Here to There,Coursera,Mechanical Engineering,University of Michigan,English,3-6 hours a week,2016-05-16,8,2016-10-11,,2,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/815/coursera-introduction-to-thermodynamics-transferring-energy-from-here-to-there,null,null,,,
Introduction to Thermodynamics: Transferring Energy from Here to There,Coursera,Mechanical Engineering,University of Michigan,English,3-6 hours a week,2015-10-05,8,2016-02-29,,2,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/815/coursera-introduction-to-thermodynamics-transferring-energy-from-here-to-there,null,null,,,
Introduction to Thermodynamics: Transferring Energy from Here to There,Coursera,Mechanical Engineering,University of Michigan,English,3-6 hours a week,2015-06-01,8,2015-10-27,,2,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/815/coursera-introduction-to-thermodynamics-transferring-energy-from-here-to-there,null,null,,,
Introduction to Thermodynamics: Transferring Energy from Here to There,Coursera,Mechanical Engineering,University of Michigan,English,3-6 hours a week,2015-02-02,8,2015-06-30,,2,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/815/coursera-introduction-to-thermodynamics-transferring-energy-from-here-to-there,null,null,,,
Introduction to Thermodynamics: Transferring Energy from Here to There,Coursera,Mechanical Engineering,University of Michigan,English,3-6 hours a week,2014-10-06,8,2015-03-01,,2,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/815/coursera-introduction-to-thermodynamics-transferring-energy-from-here-to-there,null,null,,,
Introduction to Thermodynamics: Transferring Energy from Here to There,Coursera,Mechanical Engineering,University of Michigan,English,3-6 hours a week,2014-06-02,8,2014-10-28,,2,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/815/coursera-introduction-to-thermodynamics-transferring-energy-from-here-to-there,null,null,,,
Introduction to Thermodynamics: Transferring Energy from Here to There,Coursera,Mechanical Engineering,University of Michigan,English,3-6 hours a week,2014-02-03,8,2014-06-30,,2,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/815/coursera-introduction-to-thermodynamics-transferring-energy-from-here-to-there,null,null,,,
Introduction to Thermodynamics: Transferring Energy from Here to There,Coursera,Mechanical Engineering,University of Michigan,English,3-6 hours a week,2013-06-03,8,2013-10-29,,2,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/815/coursera-introduction-to-thermodynamics-transferring-energy-from-here-to-there,null,null,,,
