,V1,V2,V3,V4,V5
https://www.class-central.com/mooc/3291/coursera-comparing-genes-proteins-and-genomes-bioinformatics-iii,genome,sequences,compare,fragile,genomes
https://www.class-central.com/mooc/4268/coursera-foundations-of-objective-c-app-development,objectivec,ios,encapsulation,week,programming
https://www.class-central.com/mooc/4270/coursera-html-css-and-javascript-for-web-developers,web,javascript,site,css,html
https://www.class-central.com/mooc/5451/coursera-introduction-to-spreadsheets-and-models,spreadsheets,spreadsheet,formulas,models,carlo
https://www.class-central.com/mooc/5468/coursera-entrepreneurship-2-launching-your-start-up,team,hires,advisors,venture,startup
https://www.class-central.com/mooc/735/coursera-write-like-mozart-an-introduction-to-classical-music-composition,chord,progressions,fifths,voicing,progression
https://www.class-central.com/mooc/4175/coursera-app-design-and-development-for-ios,app,tvos,watchos,ios,controllers
https://www.class-central.com/mooc/4358/coursera-advanced-business-strategy,strategy,stakeholder,diversification,firms,strategic
https://www.class-central.com/mooc/4334/coursera-the-raspberry-pi-platform-and-python-programming-for-the-raspberry-pi,raspberry,pins,python,operating,linux
https://www.class-central.com/mooc/4341/coursera-practical-predictive-analytics-models-and-methods,methods,statistical,unsupervised,resampling,descent
https://www.class-central.com/mooc/4423/coursera-international-law-in-action-a-guide-to-the-international-courts-and-tribunals-in-the-hague,courts,international,hague,tribunals,arbitration
https://www.class-central.com/mooc/5034/coursera-viral-marketing-and-how-to-craft-contagious-content,contagious,mouth,catch,products,influence
https://www.class-central.com/mooc/5705/coursera-emergent-phenomena-in-science-and-everyday-life,emergent,quantum,consciousness,spots,constituent
https://www.class-central.com/mooc/1033/coursera-mathematical-biostatistics-boot-camp-2,binomials,hypothesis,discrete,testing,watched
https://www.class-central.com/mooc/2757/coursera-inferential-statistics,variable,nonparametric,regression,tests,variance
https://www.class-central.com/mooc/3159/coursera-emotions-a-philosophical-introduction,emotions,emotional,philosophical,neurons,plants
https://www.class-central.com/mooc/4176/coursera-qualitative-research-methods,qualitative,research,observation,mixing,criteria
https://www.class-central.com/mooc/4203/coursera-data-structures-measuring-and-optimizing-performance,trees,linked,data,hash,lists
https://www.class-central.com/mooc/4246/coursera-leading-organizations,group,resilience,sense,savoirrelier,organization
https://www.class-central.com/mooc/4323/coursera-java-programming-principles-of-software-design,java,sorting,classes,text,implement
https://www.class-central.com/mooc/4397/coursera-principles-of-fmri-1,fmri,week,acquisition,httpsleanpubcomprinciplesoffmri,glm
https://www.class-central.com/mooc/4347/coursera-giving-sense-to-your-leadership-experience,leadership,savoirrelier,sense,style,relational
https://www.class-central.com/mooc/4859/coursera-health-informatics-on-fhir,health,data,systems,electronic,informatics
https://www.class-central.com/mooc/5028/coursera-communicating-data-science-results,aws,reproducibility,privacy,data,cloud
https://www.class-central.com/mooc/876/coursera-foundations-of-teaching-for-learning-3-learners-and-learning,classroom,teachers,children,district,thinkers
https://www.class-central.com/mooc/815/coursera-introduction-to-thermodynamics-transferring-energy-from-here-to-there,energy,thermodynamics,thermodynamic,transfer,properties
https://www.class-central.com/mooc/884/coursera-foundations-of-teaching-for-learning-7-being-a-professional,professional,teaching,teacher,teachers,reflect
https://www.class-central.com/mooc/860/coursera-foundations-of-virtual-instruction,virtual,speaker,education,guest,classroom
https://www.class-central.com/mooc/865/coursera-art-and-inquiry-museum-teaching-strategies-for-your-classroom,inquiry,closelooking,inquirybased,openended,art
https://www.class-central.com/mooc/3480/coursera-introduction-to-systematic-review-and-meta-analysis,metaanalysis,bias,trials,systematic,answerable
https://www.class-central.com/mooc/873/coursera-coaching-teachers-promoting-changes-that-stick,coaching,teacher,mindset,variable,formula
https://www.class-central.com/mooc/2678/coursera-arts-and-culture-strategy,arts,customers,structures,attract,support
https://www.class-central.com/mooc/2988/coursera-introduction-to-ableton-live,ableton,midi,live,audio,daws
https://www.class-central.com/mooc/3498/coursera-food-beverage-management,beverage,food,owner,director,products
https://www.class-central.com/mooc/862/coursera-evolution-a-course-for-educators,darwins,evolution,evolutionary,tree,species
https://www.class-central.com/mooc/949/coursera-instructional-methods-in-health-professions-education,unit,instructional,teaching,clinical,asynchronous
https://www.class-central.com/mooc/3329/coursera-corporate-financial-decision-making-for-value-creation,firms,shareholders,restructuring,takeovers,corporate
https://www.class-central.com/mooc/4163/coursera-modern-art-ideas,art,transforming,everyday,identity,post
https://www.class-central.com/mooc/863/coursera-the-dynamic-earth-a-course-for-educators,geologic,earth,tectonics,plate,rock
https://www.class-central.com/mooc/882/coursera-foundations-of-teaching-for-learning-5-planning-for-teaching-and-learning,planning,professional,teaching,teachers,teacher
https://www.class-central.com/mooc/1374/coursera-management-of-fashion-and-luxury-companies,luxury,fashion,retail,identity,channels
https://www.class-central.com/mooc/5439/coursera-music-as-biology-what-we-like-to-hear-and-why,music,sound,stimuli,auditory,vocal
https://www.class-central.com/mooc/5489/coursera-fundamentals-of-gis,gis,arcgis,maps,map,data
https://www.class-central.com/mooc/5915/coursera-the-talmud-a-methodological-introduction,talmud,rabbinic,rabbis,bible,testimony
https://www.class-central.com/mooc/624/coursera-microeconomics-the-power-of-markets,markets,supply,demand,price,unattainable
https://www.class-central.com/mooc/4204/coursera-operations-analytics,analytics,uncertainty,simulation,demand,uncertain
https://www.class-central.com/mooc/4300/coursera-the-fundamentals-of-hotel-distribution,hotel,distribution,ota,increasingly,agents
https://www.class-central.com/mooc/4223/coursera-public-relations-campaigns,campaigns,campaign,relations,theories,evaluation
https://www.class-central.com/mooc/4362/coursera-java-programming-arrays-lists-and-structured-data,java,cipher,logs,store,gladlibs
https://www.class-central.com/mooc/4348/coursera-ios-app-development-basics,app,xcode,ios,interface,user
https://www.class-central.com/mooc/3454/coursera-federalism-decentralization-evaluating-africa-s-track-record,decentralization,federalism,decentralized,federalismdecentralization,africa
https://www.class-central.com/mooc/4173/coursera-internet-of-things-communication-technologies,voip,codecs,sip,application,voice
https://www.class-central.com/mooc/3448/coursera-women-in-leadership-inspiring-positive-change,women,leadership,negotiating,selfconfidence,career
https://www.class-central.com/mooc/5449/coursera-write-professional-emails-in-english,emails,email,request,writing,revise
https://www.class-central.com/mooc/5463/coursera-cameras-exposure-and-photography,camera,photographs,photography,cameras,vantage
https://www.class-central.com/mooc/724/coursera-fundamentals-of-digital-image-and-video-processing,image,compression,video,processing,recovery
https://www.class-central.com/mooc/4351/coursera-regression-modeling-in-practice,regression,explanatory,variable,variables,response
https://www.class-central.com/mooc/1299/coursera-statistical-mechanics-algorithms-and-computations,carlo,monte,sampling,quantum,mechanics
https://www.class-central.com/mooc/2076/coursera-an-introduction-to-global-health,health,global,diseases,ncds,lesson
https://www.class-central.com/mooc/5037/coursera-understanding-clinical-research-behind-the-statistics,tests,pvalue,statistical,test,research
https://www.class-central.com/mooc/5070/coursera-calculus-single-variable-part-4-applications,integrals,averages,mass,applications,probability
https://www.class-central.com/mooc/4465/coursera-introduction-to-people-analytics,performance,peerreviewed,recruitment,compensation,roi
https://www.class-central.com/mooc/5026/coursera-approximation-algorithms-part-i,rounding,randomized,problem,variant,approximation
https://www.class-central.com/mooc/5076/coursera-autism-spectrum-disorder,autism,spectrum,asd,disorders,sensory
https://www.class-central.com/mooc/5552/coursera-wind-energy,wind,turbine,energy,completed,blade
https://www.class-central.com/mooc/1796/coursera-art-activity-interactive-strategies-for-engaging-with-art,art,activities,reflecting,catalyst,videos
https://www.class-central.com/mooc/870/coursera-emerging-trends-technologies-in-the-virtual-k-12-classroom,virtual,education,technologies,gamebased,week
https://www.class-central.com/mooc/4234/coursera-revolutionary-ideas-utility-justice-equality-freedom,political,unit,equality,state,disagreements
https://www.class-central.com/mooc/5066/coursera-calculus-single-variable-part-1-functions,taylor,calculus,series,limits,asymptotic
https://www.class-central.com/mooc/3588/coursera-contemporary-india,india,indias,indian,ramayana,contemporary
https://www.class-central.com/mooc/2840/coursera-economics-of-transition-and-emerging-markets,videolectures,transition,emergingmarket,dear,reforms
https://www.class-central.com/mooc/3538/coursera-practical-learning-analytics,analytics,entre,plate,data,student
https://www.class-central.com/mooc/3326/coursera-ebola-essential-knowledge-for-health-professionals,ebola,virus,unit,outbreak,disease
https://www.class-central.com/mooc/1675/coursera-edivet-do-you-have-what-it-takes-to-be-a-veterinarian,veterinary,week,joined,overview,core
https://www.class-central.com/mooc/2033/coursera-what-future-for-education,education,district,teachers,week,coursera
https://www.class-central.com/mooc/2944/coursera-chemistry,compounds,chemical,reactions,atom,thermochemistry
https://www.class-central.com/mooc/3586/coursera-internet-giants-the-law-and-economics-of-media-platforms,antitrust,music,internet,platform,google
https://www.class-central.com/mooc/3446/coursera-effective-altruism,altruism,poverty,ethics,week,affluence
https://www.class-central.com/mooc/5153/coursera-academic-information-seeking,search,attending,information,log,searches
https://www.class-central.com/mooc/1271/coursera-imagining-other-earths,planets,lecture,stars,life,earth
https://www.class-central.com/mooc/3936/coursera-wireless-communication-emerging-technologies,bluetooth,lte,ltea,wifi,mobile
https://www.class-central.com/mooc/2577/coursera-o-empreendedorismo-e-as-competencias-do-empreendedor,competncias,empreendedor,para,voc,curso
https://www.class-central.com/mooc/2067/coursera-interactive-computer-graphics,interfaces,computeraided,drawings,animations,deformation
https://www.class-central.com/mooc/3933/coursera-internet-emerging-technologies,ipv,tcp,layer,udp,internet
https://www.class-central.com/mooc/3934/coursera-internet-of-things-augmented-reality-emerging-technologies,iot,augmented,internet,reality,technologies
https://www.class-central.com/mooc/305/coursera-software-as-a-service,discuss,examine,identify,list,recognize
https://www.class-central.com/mooc/2039/coursera-pattern-oriented-software-architectures-for-concurrent-and-networked-software,concurrent,networked,software,patternoriented,frameworks
https://www.class-central.com/mooc/952/coursera-virology-i-how-viruses-work,rna,viruses,virions,viral,synthesis
https://www.class-central.com/mooc/405/coursera-ut-1-01x-energy-101,energy,fuels,lectureoriented,levers,snippets
https://www.class-central.com/mooc/713/coursera-early-renaissance-architecture-in-italy-from-alberti-to-bramante,bramante,maria,florence,architectural,alberti
https://www.class-central.com/mooc/533/coursera-pattern-oriented-software-architectures-programming-mobile-services-for-android-handheld-systems,android,pattern,concurrency,java,services
https://www.class-central.com/mooc/888/coursera-case-based-introduction-to-biostatistics,smokingcaused,nepal,gestational,infant,singleton
https://www.class-central.com/mooc/822/coursera-the-science-of-safety-in-healthcare,safety,patient,cne,signature,nursing
https://www.class-central.com/mooc/2482/coursera-the-caltech-jpl-summer-school-on-big-data-analytics,jpl,caltech,science,bellow,school
https://www.class-central.com/mooc/2477/coursera-wind-waves-and-tides-alternative-energy-systems,wind,energy,tidal,tides,wave
https://www.class-central.com/mooc/2216/coursera-gps-an-introduction-to-satellite-navigation-with-an-interactive-worldwide-laboratory-using-smartphones,gps,navigation,diggelen,enge,satellite
https://www.class-central.com/mooc/1149/coursera-useful-genetics-part-2,genetic,genes,mutations,chromosomes,dna
https://www.class-central.com/mooc/2446/coursera-nonlinear-dynamics-1-geometry-of-chaos,symmetry,dynamics,symmetries,continuous,invariant
https://www.class-central.com/mooc/5280/coursera-the-holocaust-an-introduction-i-nazi-germany-ideology-the-jews-and-the-world,jews,holocaust,nazi,jewish,ideology
https://www.class-central.com/mooc/539/coursera-sustainable-agricultural-land-management,bmps,nutrient,submissions,project,hochmuth
https://www.class-central.com/mooc/1696/coursera-university-teaching-101,teaching,small,group,online,facilitating
https://www.class-central.com/mooc/2985/coursera-water-in-the-western-united-states,water,lecture,river,colorado,basin
https://www.class-central.com/mooc/832/coursera-caries-management-by-risk-assessment-cambra,caries,fluoride,dental,remineralization,pathological
https://www.class-central.com/mooc/3376/coursera-disaster-preparedness-for-the-health-care-professional,disaster,preparedness,disasters,hospital,emergencies
https://www.class-central.com/mooc/2873/coursera-asset-pricing-part-2,pricing,premium,factor,asset,portfolio
https://www.class-central.com/mooc/920/coursera-globalization-and-you,globalization,marketled,market,ties,forces
https://www.class-central.com/mooc/709/coursera-analyzing-the-universe,lecture,wiki,homeworkquiz,edt,quizzeshomeworks
https://www.class-central.com/mooc/4103/coursera-spacebooks-an-introduction-to-extraterrestrial-literature,lesson,interstellar,space,alien,outer
https://www.class-central.com/mooc/3204/coursera-the-emergence-of-the-modern-middle-east-part-ii,arab,arabisraeli,east,middle,conflict
https://www.class-central.com/mooc/4607/coursera-innovating-in-a-digital-world,digital,entrepreneurs,offices,uber,entrepreneurship
https://www.class-central.com/mooc/4235/coursera-agile-planning-for-software-products,planning,iteration,project,chart,risks
https://www.class-central.com/mooc/2170/coursera-powerful-tools-for-teaching-and-learning-digital-storytelling,digital,story,script,storytelling,storyboard
https://www.class-central.com/mooc/5368/coursera-the-holocaust-an-introduction-ii-the-final-solution,holocaust,jews,murder,jewish,annihilation
https://www.class-central.com/mooc/2291/coursera-biology-meets-programming-bioinformatics-for-beginners,genome,bacterium,algorithms,dna,algorithmic
https://www.class-central.com/mooc/2989/coursera-engaging-citizens-a-game-changer-for-development,citizen,engagement,citizens,track,champions
https://www.class-central.com/mooc/588/coursera-general-game-playing,game,ggp,intelligence,players,playing
https://www.class-central.com/mooc/3084/coursera-career-911-your-future-job-in-medicine-and-healthcare,career,health,journeys,letter,resume
https://www.class-central.com/mooc/4230/coursera-data-warehouse-concepts-design-and-data-integration,warehouse,data,integration,multidimensional,architectures
https://www.class-central.com/mooc/4211/coursera-character-design-for-video-games,character,cory,jacky,designer,characters
https://www.class-central.com/mooc/4608/coursera-introduction-to-the-nonprofit-sector-nonprofit-organizations-nonprofit-leadership-and-governance,nonprofit,rat,governance,boards,board
https://www.class-central.com/mooc/4576/coursera-management-of-urban-infrastructures-part-1,urban,block,infrastructures,city,infrastructure
https://www.class-central.com/mooc/4658/coursera-teach-english-now-foundational-principles,teacher,language,demonstrates,teachers,diffuse
https://www.class-central.com/mooc/5473/coursera-successful-interviewing,interview,hire,screenings,impression,interviewing
https://www.class-central.com/mooc/5478/coursera-brand-and-product-management,brand,strategy,internally,brands,product
https://www.class-central.com/mooc/5675/coursera-critical-issues-in-urban-education,accountability,school,nclb,education,schooling
https://www.class-central.com/mooc/5719/coursera-build-your-first-android-app-project-centered-course,android,application,projectcentered,ide,app
https://www.class-central.com/mooc/5815/coursera-how-to-create-a-website-in-a-weekend-project-centered-course,site,wordpress,projectcentered,media,module
https://www.class-central.com/mooc/2742/coursera-financial-evaluation-and-strategy-corporate-finance,investment,investments,shortterm,shareholder,calculate
https://www.class-central.com/mooc/4178/coursera-business-of-games-and-entrepreneurship,game,games,company,isnt,reality
https://www.class-central.com/mooc/4197/coursera-rails-with-active-record-and-action-pack,rails,record,active,ruby,sql
https://www.class-central.com/mooc/4250/coursera-types-of-conflict,conflict,positive,dealing,aspects,resolutions
https://www.class-central.com/mooc/4262/coursera-the-business-of-social,marketing,metrics,northwestern,social,director
https://www.class-central.com/mooc/4229/coursera-server-side-development-with-nodejs,baas,mongodb,nodejs,mongoose,backend
https://www.class-central.com/mooc/4421/coursera-math-behind-moneyball,baseball,basketball,teams,excel,betting
https://www.class-central.com/mooc/4356/coursera-responsive-website-tutorial-and-examples,collaborative,website,web,responsive,visualisation
https://www.class-central.com/mooc/657/coursera-interprofessional-healthcare-informatics,informatics,healthcare,interprofessional,telehealth,health
https://www.class-central.com/mooc/2363/coursera-visual-perception-and-the-brain,perception,vision,visual,lightness,darkness
https://www.class-central.com/mooc/4251/coursera-best-practices-for-ios-user-interface-design,ios,interfaces,user,table,interface
https://www.class-central.com/mooc/4186/coursera-creativity-innovation-and-change,cic,change,creative,diversity,creativity
https://www.class-central.com/mooc/4326/coursera-leading-teams,team,teams,teamwork,performance,leader
https://www.class-central.com/mooc/5475/coursera-data-structures,trees,binary,queues,priority,structures
https://www.class-central.com/mooc/5564/coursera-managing-an-agile-team,agile,jobs,kanban,managing,software
https://www.class-central.com/mooc/5502/coursera-getting-started-agile-meets-design-thinking,agile,user,personas,scenarios,stories
https://www.class-central.com/mooc/4221/coursera-intercultural-communication-and-conflict-resolution,intercultural,interactions,communication,begin,strategies
https://www.class-central.com/mooc/5438/coursera-business-english-networking,emails,arrangements,vocabulary,email,proficiency
https://www.class-central.com/mooc/5440/coursera-speak-english-professionally-in-person-online-on-the-phone,pronunciation,english,speak,phone,language
https://www.class-central.com/mooc/5445/coursera-business-english-planning-negotiating,negotiations,announcing,event,exchanging,negotiating
https://www.class-central.com/mooc/5476/coursera-entrepreneurship-4-financing-and-profitability,financing,pitch,exit,venture,capital
https://www.class-central.com/mooc/6099/coursera-introduction-to-probability-and-data,probability,data,week,inference,sampling
https://www.class-central.com/mooc/5988/coursera-more-chinese-for-beginners,chinese,greeting,beginners,drink,holiday
https://www.class-central.com/mooc/4190/coursera-advanced-styling-with-responsive-design,css,responsive,existing,site,bootstrap
https://www.class-central.com/mooc/4265/coursera-interfacing-with-the-raspberry-pi,raspberry,socket,iot,device,interface
https://www.class-central.com/mooc/4842/coursera-design-thinking-for-innovation,thinking,design,innovation,tool,meyouhealth
https://www.class-central.com/mooc/5251/coursera-foundations-of-everyday-leadership,decision,leadership,motivation,everyday,making
https://www.class-central.com/mooc/5831/coursera-how-to-finance-and-grow-your-startup-without-vc,customerfunded,business,models,venture,capital
https://www.class-central.com/mooc/4769/coursera-leadership-through-marketing,empowered,carpenter,florian,zettelmeyer,unleash
https://www.class-central.com/mooc/883/coursera-foundations-of-teaching-for-learning-6-introduction-to-student-assessment,assessment,feedback,judgementbased,teaching,teacher
https://www.class-central.com/mooc/5682/coursera-seeing-through-photographs,photographs,photography,subject,narratives,pictures
https://www.class-central.com/mooc/5733/coursera-economic-growth-and-distributive-justice-part-i-the-role-of-the-state,distributive,justice,economic,growth,tax
https://www.class-central.com/mooc/2344/coursera-introduction-to-cataract-surgery,cataract,surgery,unit,operating,intraocular
https://www.class-central.com/mooc/5033/coursera-robotics-perception,camera,geometry,image,frames,projective
https://www.class-central.com/mooc/6404/coursera-fast-track-finance-1,chapter,valuation,risk,tvm,cash
https://www.class-central.com/mooc/1366/coursera-an-introduction-to-population-health,health,population,week,aimed,epidemiology
https://www.class-central.com/mooc/4872/coursera-from-freedom-rides-to-ferguson-narratives-of-nonviolence-in-the-american-civil-rights-movement,nonviolence,crm,civil,movement,campaigns
https://www.class-central.com/mooc/700/coursera-recovering-the-humankind-s-past-and-saving-the-universal-heritage,archaeology,heritage,past,cultural,archaeological
https://www.class-central.com/mooc/2098/coursera-fixing-healthcare-delivery,healthcare,errors,care,preventable,patients
https://www.class-central.com/mooc/2699/coursera-international-business-ii,abroad,global,business,expatriates,environment
https://www.class-central.com/mooc/4222/coursera-the-holocaust-the-destruction-of-european-jewry,baumgarten,kenez,holocaust,profs,extermination
https://www.class-central.com/mooc/4296/coursera-design-principles-an-introduction,interfaces,design,visual,interface,experiments
https://www.class-central.com/mooc/3589/coursera-exploring-light-hands-on-activities-and-strategies-for-teachers,light,activities,experiments,teacher,share
https://www.class-central.com/mooc/2789/coursera-designing-running-and-analyzing-experiments,experiments,betweensubjects,test,tests,ttest
https://www.class-central.com/mooc/4261/coursera-mastering-the-software-engineering-interview,technical,interview,job,fly,coding
https://www.class-central.com/mooc/2937/coursera-chicken-behaviour-and-welfare,chickens,welfare,behaviour,chicken,behaviours
https://www.class-central.com/mooc/3543/coursera-jewish-diaspora-in-modern-china,jewish,jews,china,shanghai,chinese
https://www.class-central.com/mooc/4224/coursera-multiplatform-mobile-app-development-with-web-technologies,ionic,angularjs,mobile,app,cordova
https://www.class-central.com/mooc/4370/coursera-foundations-of-marketing-analytics,customers,marketing,segmentation,customer,statistical
https://www.class-central.com/mooc/5448/coursera-fundamentals-of-quantitative-modeling,models,probabilistic,regression,linear,business
https://www.class-central.com/mooc/5520/coursera-what-is-news,journalism,journalists,values,news,ethics
https://www.class-central.com/mooc/5506/coursera-intro-to-international-marketing,marketing,cross,brands,industries,transing
https://www.class-central.com/mooc/2166/coursera-european-business-law-understanding-the-fundamentals,law,european,union,legal,freedoms
https://www.class-central.com/mooc/2902/coursera-introduction-to-dental-medicine,dental,oral,pain,conditions,patient
https://www.class-central.com/mooc/4201/coursera-introduction-to-research-for-essay-writing,research,paper,sources,writing,academic
https://www.class-central.com/mooc/4314/coursera-world-design-for-video-games,game,games,inspirations,world,week
https://www.class-central.com/mooc/5723/coursera-systems-thinking-in-public-health,health,systems,diagrams,causal,thinking
https://www.class-central.com/mooc/5920/coursera-global-diplomacy-diplomacy-in-the-modern-world,diplomacy,etivity,global,diplomat,diplomatic
https://www.class-central.com/mooc/4168/coursera-public-relations-research,research,formative,relations,public,outcome
https://www.class-central.com/mooc/4771/coursera-leadership-communication-for-maximum-impact-storytelling,storytelling,leadership,crisis,brands,story
https://www.class-central.com/mooc/5488/coursera-introduction-to-search-engine-optimization,seo,search,engine,engines,penalties
https://www.class-central.com/mooc/6044/coursera-introduction-to-breast-cancer,breast,cancer,disease,survivorship,cancers
https://www.class-central.com/mooc/6183/coursera-finance-for-everyone-decisions,money,finance,culminating,markets,decisions
https://www.class-central.com/mooc/3596/coursera-entrepreneurial-strategic-management,disruptions,marketplace,company,companies,week
https://www.class-central.com/mooc/4006/coursera-valuing-projects-and-companies,specialization,module,valuation,finals,syllabi
https://www.class-central.com/mooc/5465/coursera-interview-research-and-preparation,employer,english,youre,transferable,competencies
https://www.class-central.com/mooc/5472/coursera-medical-technology-and-evaluation,medical,technology,evaluations,reimbursement,claims
https://www.class-central.com/mooc/5757/coursera-exploring-and-producing-data-for-business-decision-making,sample,data,sampling,summarize,statistics
https://www.class-central.com/mooc/5243/coursera-inferential-and-predictive-statistics-for-business,bus,coronary,regression,sitting,orientation
https://www.class-central.com/mooc/5260/coursera-sit-less-get-active,activity,physical,sit,active,neighbourhood
https://www.class-central.com/mooc/3726/coursera-foundations-for-assisting-in-home-care,working,disabilities,care,home,aide
https://www.class-central.com/mooc/3447/coursera-superhero-entertainments,superheroes,comic,superhero,batman,superman
https://www.class-central.com/mooc/4228/coursera-soul-beliefs-causes-and-consequences-unit-3-how-does-it-all-end,soul,beliefs,afterlife,slides,human
https://www.class-central.com/mooc/4336/coursera-introduction-to-negotiation-a-strategic-playbook-for-becoming-a-principled-and-persuasive-negotiator,negotiation,pie,herb,negotiate,linda
https://www.class-central.com/mooc/4898/coursera-the-power-of-markets-i-the-basics-of-supply-and-demand-and-consumer-behavior,consumer,choice,supply,demand,supplydemand
https://www.class-central.com/mooc/1770/coursera-fundamentals-of-fluid-power,fluid,hydraulic,simscape,fluids,power
https://www.class-central.com/mooc/3707/coursera-conversations-that-inspire-coaching-learning-leadership-and-change,coaching,compassion,pea,pns,sns
https://www.class-central.com/mooc/5068/coursera-calculus-single-variable-part-2-differentiation,derivatives,differentiation,calculus,differentials,derivative
https://www.class-central.com/mooc/1199/coursera-blended-learning-personalizing-education-for-students,blended,schools,transition,redesigning,teachers
https://www.class-central.com/mooc/4333/coursera-codapps-coding-mobile-apps-for-entrepreneurs,app,apps,phone,store,coding
https://www.class-central.com/mooc/5918/coursera-the-beauty-of-kunqu-opera,kunqu,roletype,roletypes,female,opera
https://www.class-central.com/mooc/1037/coursera-design-and-interpretation-of-clinical-trials,trials,clinical,randomized,designs,randomization
https://www.class-central.com/mooc/1722/coursera-performance-assessment-in-the-virtual-classroom,virtual,performance,assessment,assessing,virtually
https://www.class-central.com/mooc/1809/coursera-the-horse-course-introduction-to-basic-care-and-management,equine,horses,equid,animals,donkeys
https://www.class-central.com/mooc/2352/coursera-the-music-of-the-rolling-stones-1962-1974,singles,rock,albums,exile,fingers
https://www.class-central.com/mooc/3829/coursera-disability-awareness-and-support,accommodations,disabilities,disability,legislation,assistive
https://www.class-central.com/mooc/5077/coursera-arch-of-titus-rome-and-the-menorah,arch,titus,roman,antiquity,iconography
https://www.class-central.com/mooc/666/coursera-measuring-causal-effects-in-the-social-sciences,causal,mediating,difference,multivariate,instrumental
https://www.class-central.com/mooc/4897/coursera-a-law-student-s-toolkit,law,legal,arguments,argumentsand,crossreference
https://www.class-central.com/mooc/2567/coursera-technology-commercialization-part-1-setting-up-your-idea-filtering-system,creed,filter,customizing,commercialization,priorities
https://www.class-central.com/mooc/3790/coursera-chinese-politics-part-1-china-and-political-science,china,chinas,ccp,party,political
https://www.class-central.com/mooc/4851/coursera-greening-the-economy-sustainable-cities,sustainable,cities,urban,increased,transformation
https://www.class-central.com/mooc/491/coursera-network-analysis-in-systems-biology,enrichment,gene,networks,biology,clustering
https://www.class-central.com/mooc/2064/coursera-advanced-engineering-systems-in-motion-dynamics-of-three-dimensional-3d-motion,motion,angular,bodies,eulerian,rotational
https://www.class-central.com/mooc/540/coursera-data-management-for-clinical-research,data,electronic,clinical,collection,capture
https://www.class-central.com/mooc/359/coursera-networks-friends-money-and-bytes,lecture,internet,network,wifi,bittorrent
https://www.class-central.com/mooc/2481/coursera-giving-2-0-the-mooc,giving,philanthropic,philanthropy,nonprofit,arrillagaandreessen
https://www.class-central.com/mooc/4793/coursera-to-screen-or-not-to-screen-methods-and-health-policies-through-case-studies,screening,diseases,preventive,chronic,lausanne
https://www.class-central.com/mooc/357/coursera-software-engineering-for-saas,discuss,examine,identify,list,recognize
https://www.class-central.com/mooc/492/coursera-microeconomics-for-managers,discuss,examine,identify,list,recognize
https://www.class-central.com/mooc/954/coursera-inquiry-science-learning-perspectives-and-practices-1-science-leadership,classroom,classrooms,teachers,literate,science
https://www.class-central.com/mooc/545/coursera-economic-issues-food-you,florida,confer,posts,enrolled,journal
https://www.class-central.com/mooc/844/coursera-climate-literacy-navigating-climate-change-conversations,climate,mitigation,change,adaptation,carbon
https://www.class-central.com/mooc/850/coursera-video-games-and-learning,games,purposes,educational,research,culture
https://www.class-central.com/mooc/955/coursera-inquiry-science-learning-perspectives-and-practices-2-techniques-for-success,inquiry,literate,scientifically,classrooms,demands
https://www.class-central.com/mooc/1537/coursera-how-viruses-cause-disease,infections,viruses,antiviral,viral,hiv
https://www.class-central.com/mooc/410/coursera-fundamentals-of-electrical-engineering,analog,signals,signal,fourier,digital
https://www.class-central.com/mooc/956/coursera-inquiry-science-learning-perspectives-and-practices-3-science-content-survey,misconceptions,literate,science,scientifically,participant
https://www.class-central.com/mooc/683/coursera-globalizing-higher-education-and-research-for-the-knowledge-economy,monday,keywords,rankings,competition,campuses
https://www.class-central.com/mooc/957/coursera-inquiry-science-learning-perspectives-practices-4-student-centered-inquiry,studentcentered,inquiry,teachercentered,participants,classrooms
https://www.class-central.com/mooc/958/coursera-using-the-next-generation-science-standards-for-students-deeper-understanding,education,disciplinary,ngss,science,crosscutting
https://www.class-central.com/mooc/1329/coursera-climate-change-in-four-dimensions,climate,lesson,change,mitigation,merchants
https://www.class-central.com/mooc/1852/coursera-preparation-for-general-chemistry,chemistry,bootcamp,reactions,chemical,compounds
https://www.class-central.com/mooc/594/coursera-building-an-information-risk-management-toolkit,risk,washington,plans,developing,security
https://www.class-central.com/mooc/1241/coursera-making-better-group-decisions-voting-judgement-aggregation-and-fair-division,voting,cake,paradox,condorcet,division
https://www.class-central.com/mooc/654/coursera-drug-discovery-development-commercialization,drug,pharmd,discovery,ettouati,phd
https://www.class-central.com/mooc/2663/coursera-preparing-for-the-ap-calculus-ab-and-bc-exams-part-1-differential-calculus,derivative,functions,assessments,calculus,trigonometric
https://www.class-central.com/mooc/2919/coursera-preparing-for-the-ap-calculus-ab-and-bc-exams-part-2-integral-calculus,assessments,calculus,quizzes,practice,week
https://www.class-central.com/mooc/1747/coursera-the-global-student-s-introduction-to-u-s-law,accomplishment,peer,submissions,distinction,statement
https://www.class-central.com/mooc/2345/coursera-representing-the-professional-athlete,athlete,athletes,sports,footballer,clauses
https://www.class-central.com/mooc/1774/coursera-preparing-for-the-ap-calculus-ab-and-bc-exams,calculus,derivatives,week,integration,tips
https://www.class-central.com/mooc/1453/coursera-genomic-and-precision-medicine,genomics,patient,diseases,precision,screening
