,V1,V2,V3,V4,V5,V6,V7,V8
https://www.class-central.com/mooc/2065/coursera-supply-chain-management-a-learning-perspective,chain,supply,chapter,strawberries,management,capabilities,quality,breakfast
https://www.class-central.com/mooc/4287/coursera-human-centered-design-an-introduction,prototyping,needfinding,design,heuristic,heuristics,designs,ideas,lots
https://www.class-central.com/mooc/2082/coursera-introduction-to-key-constitutional-concepts-and-supreme-court-cases,amendments,amendment,constitutional,powers,constitution,branches,rights,federal
https://www.class-central.com/mooc/4184/coursera-data-management-and-visualization,data,sas,python,session,task,variables,question,selected
https://www.class-central.com/mooc/4248/coursera-introduction-to-swift-programming,swift,mac,ios,programming,hacks,workarounds,app,filter
https://www.class-central.com/mooc/4369/coursera-case-studies-in-business-analytics-with-accenture,accenture,analytics,sector,mooc,lead,digital,business,director
https://www.class-central.com/mooc/5444/coursera-introduction-to-typography,typefaces,type,typographic,typesetting,conventions,typography,week,fullscale
https://www.class-central.com/mooc/4240/coursera-front-end-web-ui-frameworks-and-tools,bootstrap,web,css,components,javascript,bootstraps,bower,npm
https://www.class-central.com/mooc/2707/coursera-scaling-operations-linking-strategy-and-execution,operations,strategy,vcap,roic,capacity,operational,capabilities,firm
https://www.class-central.com/mooc/2942/coursera-cloud-computing-concepts-part-2,cloud,computing,classical,widelyused,algorithms,distributed,inside,systems
https://www.class-central.com/mooc/4210/coursera-principles-of-game-design,game,idea,designer,design,fleshing,players,gameplay,flushing
https://www.class-central.com/mooc/342/coursera-computer-architecture,lecture,covers,superscalar,vliw,multiprocessor,processors,cache,caches
https://www.class-central.com/mooc/2075/coursera-energy-101-the-big-picture,energy,oil,conversion,independence,electric,carbon,society,issues
https://www.class-central.com/mooc/3935/coursera-soul-beliefs-causes-and-consequences-unit-2-belief-systems,beliefs,afterlife,soul,disembodied,internalized,slides,body,shalt
https://www.class-central.com/mooc/669/coursera-the-new-nordic-diet-from-gastronomy-to-health,nordic,diet,opus,meal,food,eating,copenhagen,noma
https://www.class-central.com/mooc/1567/coursera-advanced-instructional-strategies-in-the-virtual-classroom,virtual,atrisk,teachers,swishing,week,instruction,direct,facetoface
https://www.class-central.com/mooc/692/coursera-history-of-rock-part-two,rock,mtv,chapter,punk,music,guides,dedicated,jackson
https://www.class-central.com/mooc/605/coursera-survey-of-music-technology,music,daw,midi,audio,sound,composition,algorithmic,digital
https://www.class-central.com/mooc/519/coursera-the-science-of-gastronomy,food,taste,meat,flavor,cooking,perception,color,sauces
https://www.class-central.com/mooc/490/coursera-introduction-to-systems-biology,description,systems,emergent,cellular,reasoning,cell,subcellular,molecules
https://www.class-central.com/mooc/1036/coursera-statistical-reasoning-for-public-health-1-estimation-inference-interpretation,summarization,comparisons,outcome,timetoevent,module,single,variability,intervals
https://www.class-central.com/mooc/1278/coursera-understanding-terrorism-and-the-terrorist-threat,terrorist,terrorism,alqaida,describe,radicalization,group,attacks,database
https://www.class-central.com/mooc/2055/coursera-our-energy-future,energy,biofuel,climate,production,algae,food,renewable,fuels
https://www.class-central.com/mooc/725/coursera-introduction-to-environmental-law-and-policy,environmental,water,law,pollution,statute,property,risk,act
https://www.class-central.com/mooc/1468/coursera-advanced-chemistry,equilibrium,acids,bases,chemical,concentrations,equilibria,ionization,aqueous
https://www.class-central.com/mooc/2376/coursera-the-challenges-of-global-health,health,global,disease,determinants,actors,injuryviolencedisaster,mch,challenges
https://www.class-central.com/mooc/3931/coursera-big-data-cloud-computing-cdn-emerging-technologies,cdn,cloud,big,computing,data,hadoop,services,clouds
https://www.class-central.com/mooc/2723/coursera-communication-in-the-21st-century-workplace,communicating,workplace,verbal,nonverbal,communication,anger,assertiveness,generational
https://www.class-central.com/mooc/2011/coursera-managing-your-money-mba-insights-for-undergraduates,credit,debit,educationthe,whats,mbas,loans,mess,simulating
https://www.class-central.com/mooc/413/coursera-nanotechnology-the-basics,nanotechnology,super,small,week,materials,area,coffeemakers,magnets
https://www.class-central.com/mooc/651/coursera-computational-molecular-evolution,phylogenetic,tree,parsimony,evolution,evolutionary,bayesian,likelihood,models
https://www.class-central.com/mooc/556/coursera-surviving-disruptive-technologies,kodak,disruptive,blockbuster,survival,borders,failed,disruptions,survived
https://www.class-central.com/mooc/421/coursera-e-learning-and-digital-cultures,digital,artefact,elearning,education,cultures,teachers,invite,experienced
https://www.class-central.com/mooc/1030/coursera-living-with-dementia-impact-on-individuals-caregivers-communities-and-societies,dementia,care,disease,unmet,persons,trajectory,alzheimers,families
https://www.class-central.com/mooc/414/coursera-artificial-intelligence-planning,planning,march,search,week,robots,graphplan,htn,httpbitlyaiplanmooc
https://www.class-central.com/mooc/2718/coursera-foundational-neuroscience-for-perception-and-action,brain,sensory,neural,mechanisms,neuroscience,spinal,motor,perception
https://www.class-central.com/mooc/2876/coursera-shakespeare-in-community,shakespeare,digital,shakespeares,community,humanities,massive,question,folger
https://www.class-central.com/mooc/3692/coursera-modeling-discrete-optimization,solving,discrete,optimization,problems,conceive,eugene,freuder,minizinc
https://www.class-central.com/mooc/1676/coursera-configuring-the-world-a-critical-political-economy-approach,trust,griffiths,economy,economic,international,ctw,cares,clip
https://www.class-central.com/mooc/337/coursera-securing-digital-democracy,voting,security,risksand,election,intersected,polls,enters,internet
https://www.class-central.com/mooc/423/coursera-digital-signal-processing,fourier,discretetime,processing,signal,interpolation,quantization,signals,sampling
https://www.class-central.com/mooc/401/coursera-galaxies-and-cosmology,galaxies,chapter,cosmological,galaxy,evolution,dark,universe,cosmology
https://www.class-central.com/mooc/2015/coursera-risk-and-opportunity-managing-risk-for-development,risk,management,risks,managing,macroeconomy,proactive,households,sector
https://www.class-central.com/mooc/1378/coursera-our-earth-its-climate-history-and-processes,earths,earth,climate,atmosphere,cryosphere,tectonics,extinctions,moon
https://www.class-central.com/mooc/2286/coursera-corporate-finance-essentials,session,cost,capital,diversification,estimating,companies,financial,eva
https://www.class-central.com/mooc/974/coursera-the-fall-and-rise-of-jerusalem,jerusalem,babylonian,judah,destruction,ahikam,gedaliah,revolt,son
https://www.class-central.com/mooc/4292/coursera-front-end-javascript-frameworks-angularjs,angular,angularjs,frontend,single,directives,page,javascript,controllers
https://www.class-central.com/mooc/656/coursera-statistical-molecular-thermodynamics,partition,entropy,gases,mastery,functions,thermodynamics,homework,heat
https://www.class-central.com/mooc/707/coursera-understanding-economic-policymaking,monetary,policy,fiscal,deficits,debts,economy,inflationary,recessionary
https://www.class-central.com/mooc/2052/coursera-experimentation-for-improvement,experiments,optimize,software,show,curso,tough,variables,system
https://www.class-central.com/mooc/3290/coursera-genome-sequencing-bioinformatics-ii,antibiotics,genome,assemble,genomes,sequence,brute,miniproteins,read
https://www.class-central.com/mooc/5621/coursera-creative-writing-the-craft-of-style,clarity,writers,verbs,style,nouns,prose,putting,relying
https://www.class-central.com/mooc/2053/coursera-chemicals-and-health,chemicals,health,bodies,hear,biomonitoring,toxicology,grade,tenquestionmultiplechoice
https://www.class-central.com/mooc/2243/coursera-international-business-i,trade,globalization,freer,global,inquirybased,environment,gains,institutions
https://www.class-central.com/mooc/5254/coursera-understanding-memory-explaining-the-psychology-of-memory-through-movies,memory,films,memories,amnesia,remember,movies,autobiographical,dementia
https://www.class-central.com/mooc/463/coursera-grow-to-greatness-smart-growth-for-private-businesses-part-ii,hess,edward,reading,llc,grow,required,growth,entrepreneur
https://www.class-central.com/mooc/3475/coursera-bioconductor-for-genomic-data-science,bioconductor,week,genomic,data,biomart,expressionset,expressionsets,granges
https://www.class-central.com/mooc/433/coursera-grow-to-greatness-smart-growth-for-private-businesses-part-i,growth,hess,edward,business,grow,barger,product,reading
https://www.class-central.com/mooc/2752/coursera-managerial-accounting-tools-for-facilitating-and-guiding-business-decisions,variance,budgets,measurement,performance,employees,budgeting,budget,managers
https://www.class-central.com/mooc/837/coursera-health-for-all-through-primary-health-care,health,primary,care,achieving,review,quiz,approximately,hour
https://www.class-central.com/mooc/871/coursera-surviving-your-rookie-year-of-teaching-3-key-ideas-high-leverage-techniques,ratio,classroom,teacher,quiz,parents,week,reading,teaching
https://www.class-central.com/mooc/1015/coursera-financial-engineering-and-risk-management-part-ii,etfs,asset,financial,meanvariance,derivatives,pricing,cvar,var
https://www.class-central.com/mooc/891/coursera-networks-illustrated-principles-without-calculus,networks,lesson,internet,wifi,congestion,crowds,pagerank,netflix
https://www.class-central.com/mooc/397/coursera-community-change-in-public-health,community,communitydirected,change,communities,intervention,health,capacities,treatment
https://www.class-central.com/mooc/1151/coursera-global-warming-i-the-science-and-modeling-of-climate-change,climate,atmosphere,temperature,greenhouse,carbon,gases,earths,infrared
https://www.class-central.com/mooc/1391/coursera-understanding-violence,violence,maltreatment,carter,psychological,biological,criminal,sexual,religious
https://www.class-central.com/mooc/3139/coursera-ignite-your-everyday-creativity,skill,creative,flower,deliberately,imagination,fantasy,featuring,employing
https://www.class-central.com/mooc/4429/coursera-music-business-foundations,music,copyright,attorneys,agreements,industry,agents,business,recording
https://www.class-central.com/mooc/4259/coursera-entrepreneurship-3-growth-strategies,startups,pricing,customer,demand,forecasting,retaining,module,cost
https://www.class-central.com/mooc/668/coursera-origins-formation-of-the-universe-solar-system-earth-and-life,evolution,insects,life,origin,earth,museum,plants,planet
https://www.class-central.com/mooc/4053/coursera-sexing-the-canvas-art-and-gender,art,gender,gendered,gainsboroughs,portrait,gallery,sexuality,painting
https://www.class-central.com/mooc/4166/coursera-accounting-analytics,earnings,nonfinancial,financial,accounting,forecast,performance,statements,flags
https://www.class-central.com/mooc/4243/coursera-influencing-people,influence,power,tactics,unwanted,protect,superiors,influencing,formal
https://www.class-central.com/mooc/4337/coursera-database-management-essentials,database,sql,erd,erds,table,normalization,tables,redundancy
https://www.class-central.com/mooc/5467/coursera-entrepreneurship-1-developing-the-opportunity,entrepreneurship,prototype,profile,pitch,entrepreneur,venture,module,idea
https://www.class-central.com/mooc/727/coursera-content-strategy-for-professionals-engaging-audiences,medill,northwestern,content,professor,strategy,audiences,pictures,stories
https://www.class-central.com/mooc/4080/coursera-municipal-solid-waste-management-in-developing-countries,waste,organic,treatment,management,solid,municipal,soa,swm
https://www.class-central.com/mooc/4408/coursera-private-equity-and-venture-capital,equity,private,venture,capital,simulator,startup,intermediaries,investors
https://www.class-central.com/mooc/521/coursera-jazz-improvisation,improvisers,improviser,improvisation,solo,chord,jazz,improvising,musical
https://www.class-central.com/mooc/4233/coursera-advanced-writing,essay,plagiarism,articles,writing,argument,write,sources,synthesis
https://www.class-central.com/mooc/4257/coursera-story-and-narrative-development-for-video-games,story,game,gameplay,rising,threeact,games,characters,week
https://www.class-central.com/mooc/2466/coursera-introduction-to-electronics,diode,objectives,amps,diodes,mosfet,circuits,transistors,bjt
https://www.class-central.com/mooc/4169/coursera-data-analysis-tools,variables,variable,test,categorical,quantitative,manages,pearson,correlation
https://www.class-central.com/mooc/4328/coursera-introduction-to-meteor-js-development,meteorjs,meteor,authentication,mongodb,security,complete,mongo,reactive
https://www.class-central.com/mooc/4354/coursera-machine-learning-for-data-analysis,lasso,variables,cluster,variable,regression,clusters,predictors,data
https://www.class-central.com/mooc/4772/coursera-high-performance-collaboration-leadership-teamwork-and-negotiation,leadership,negotiation,northwesterns,teamwork,collaboration,deans,specialization,organizational
https://www.class-central.com/mooc/5035/coursera-acute-and-chronic-rhinosinusitis-a-comprehensive-review,rhinosinusitis,acute,cme,sinus,chronic,sinusitis,surgery,min
https://www.class-central.com/mooc/5624/coursera-creative-writing-the-craft-of-character,characters,story,writers,life,dialogue,reader,telling,readers
https://www.class-central.com/mooc/636/coursera-games-without-chance-combinatorial-game-theory,games,week,numbers,game,combinatorial,impartial,moves,simplifying
https://www.class-central.com/mooc/686/coursera-fundamentals-of-audio-and-music-engineering-part-1-musical-sound-electronics,sound,guitar,amplifier,enclosures,speaker,circuits,pickup,tone
https://www.class-central.com/mooc/5074/coursera-materials-science-10-things-every-engineer-should-know,arrhenius,fatigue,deformation,creep,materials,lesson,ductiletobrittle,toughness
https://www.class-central.com/mooc/1136/coursera-music-s-big-bang-the-genesis-of-rock-n-roll,mississippi,blues,tale,rock,roll,ghosts,orleans,cities
https://www.class-central.com/mooc/1749/coursera-bioinformatic-methods-ii,gene,expression,protein,genes,proteinprotein,tissues,databases,expressed
https://www.class-central.com/mooc/493/coursera-dynamical-modeling-methods-for-systems-biology,modeling,description,biological,dynamical,equationbased,models,differential,signaling
https://www.class-central.com/mooc/5069/coursera-calculus-single-variable-part-3-integration,integrals,indefinite,calculus,definite,integration,theorem,differential,integral
https://www.class-central.com/mooc/5437/coursera-giving-helpful-feedback,feedback,negative,positive,employee,deliver,punishing,skills,dignity
https://www.class-central.com/mooc/3331/coursera-the-role-of-global-capital-markets,markets,financial,corporate,global,mellon,liquidity,market,efficient
https://www.class-central.com/mooc/3008/coursera-america-s-unwritten-constitution,amar,constitution,framers,party,constitutional,prof,court,amendment
https://www.class-central.com/mooc/5356/coursera-oil-gas-industry-operations-and-markets,oil,gas,industry,operations,petroleum,markets,wells,transport
https://www.class-central.com/mooc/3203/coursera-bacteria-and-chronic-infections,biofilms,infections,bacteria,chronic,cheers,cheersthomas,biofilm,thomas
https://www.class-central.com/mooc/378/coursera-bioelectricity-a-quantitative-approach,transmembrane,potentials,currents,membranes,axial,compute,ionic,membrane
https://www.class-central.com/mooc/525/coursera-introduction-to-music-production,music,sound,editing,mixing,production,contemporary,audio,recorded
https://www.class-central.com/mooc/1822/coursera-organic-solar-cells-theory-and-practice,solar,cells,organic,energy,cell,coating,polymer,degradation
https://www.class-central.com/mooc/1148/coursera-applications-in-engineering-mechanics,friction,trusses,section,coulomb,multiforce,static,equilibrium,belt
https://www.class-central.com/mooc/2137/coursera-copyright-for-educators-librarians,copyright,librarians,law,congress,educators,copyrighted,fair,exclusive
https://www.class-central.com/mooc/1703/coursera-engineering-systems-in-motion-dynamics-of-particles-and-bodies-in-2d-motion,planar,rigid,kinetics,kinematics,body,motion,momentum,velocity
https://www.class-central.com/mooc/3202/coursera-ebola-virus-disease-an-evolving-epidemic,ebola,evd,epidemic,virus,quarantine,disease,recognize,completion
https://www.class-central.com/mooc/3885/coursera-general-chemistry-concept-development-and-application,atoms,chemical,chemistry,reaction,equilibrium,reactions,properties,molecules
https://www.class-central.com/mooc/3932/coursera-smartphone-emerging-technologies,android,ios,smartphones,newly,iphone,specifications,included,functionalities
https://www.class-central.com/mooc/2012/coursera-bioinformatics-life-sciences-on-your-computer,database,bioinformatics,prokaryotic,eukaryotic,gene,sequence,blast,searches
https://www.class-central.com/mooc/530/coursera-leading-strategic-innovation-in-organizations,innovation,constraints,creative,week,stop,ideas,treat,sees
https://www.class-central.com/mooc/1313/coursera-an-introduction-to-functional-analysis,spaces,convergence,topology,banach,laxmilgram,riesz,sobolev,hilbert
https://www.class-central.com/mooc/711/coursera-volcanic-eruptions-a-material-science,volcanic,eruptions,volcanoes,melts,silicate,volcanism,relaxation,viscosity
https://www.class-central.com/mooc/595/coursera-computational-methods-for-data-analysis,orthogonal,spectral,analysis,methods,decomposition,exploratory,compression,filtering
https://www.class-central.com/mooc/2463/coursera-surveillance-law,surveillance,police,law,section,hacking,nsa,safeguards,phone
https://www.class-central.com/mooc/428/coursera-vlsi-cad-logic-to-layout,vlsi,chip,logic,asic,chips,blocks,cool,gates
https://www.class-central.com/mooc/2945/coursera-on-strategy-what-managers-can-learn-from-philosophy-part-2,lecture,philosopher,corporate,philosophy,words,fixed,beware,broadcasted
https://www.class-central.com/mooc/2290/coursera-bioinformatics-algorithms-part-2,computational,algorithmic,chapter,brewer,hldden,yeast,diseasecausing,parentheses
https://www.class-central.com/mooc/3240/coursera-sagas-and-space-thinking-space-in-viking-age-and-medieval-scandinavia,sources,space,cosmography,mythological,picturestones,runic,saga,woodcarvings
https://www.class-central.com/mooc/1413/coursera-social-entrepreneurship,social,prize,business,winners,week,plan,entrepreneurship,entrepreneurs
https://www.class-central.com/mooc/687/coursera-introduction-to-mathematical-philosophy,paradox,rational,belief,mathematical,conditionals,philosophical,philosophy,condorcet
https://www.class-central.com/mooc/1138/coursera-understanding-and-improving-the-us-healthcare-system,healthcare,system,rubyan,davis,policy,michigan,school,medical
https://www.class-central.com/mooc/3375/coursera-launching-new-ventures,les,apprendre,des,votre,pour,cours,une,venture
https://www.class-central.com/mooc/1723/coursera-the-changing-global-order,international,conflict,relations,peace,council,nato,global,regional
https://www.class-central.com/mooc/1052/coursera-asset-pricing-part-1,pricing,factor,premium,week,discount,asset,models,classic
https://www.class-central.com/mooc/2112/coursera-how-to-succeed-in-college,college,student,succeed,acclimating,golding,kraemer,phil,studying
https://www.class-central.com/mooc/2136/coursera-social-entrepreneurship,social,costa,rica,fellows,table,homework,enterprise,entrepreneurship
https://www.class-central.com/mooc/3233/coursera-sleep-neurobiology-medicine-and-society,sleep,unit,phd,insomnia,relevance,daytime,sleepdependent,sleepiness
https://www.class-central.com/mooc/2574/coursera-teaching-and-assessing-clinical-skills,entrustment,sally,santen,rime,clinical,pediatrics,feedback,associate
https://www.class-central.com/mooc/4260/coursera-internet-of-things-setting-up-your-dragonboard-development-platform,dragonboard¢â ,android,ndk,game,board,operating,application,internet
https://www.class-central.com/mooc/4791/coursera-the-history-of-modern-israel-from-an-idea-to-a-state,israel,zionist,jewish,british,palestine,mandate,palestinian,jews
https://www.class-central.com/mooc/416/coursera-scientific-computing,sciences,numerical,projectoriented,toolboxes,visual,routines,scientific,schemes
https://www.class-central.com/mooc/2465/coursera-forensic-accounting-and-fraud-examination,fraudster,fraud,fraudsters,laundering,preditor,whistleblowing,accidental,commits
https://www.class-central.com/mooc/4331/coursera-engagement-nurture-marketing-strategies,marketing,blog,nurture,social,filter,infographics,strategy,gauge
https://www.class-central.com/mooc/980/coursera-reason-and-persuasion-thinking-through-three-dialogues-by-plato,plato,platos,meno,socrates,euthyphro,moral,virtue,republic
https://www.class-central.com/mooc/2920/coursera-managing-the-company-of-the-future,company,week,managing,alternative,management,future,traditional,experiment
https://www.class-central.com/mooc/3478/coursera-statistics-for-genomic-data-science,genomic,testing,modeling,hypothesis,noncontinuous,chipseq,gwas,methylation
https://www.class-central.com/mooc/4279/coursera-strategic-management,strategy,etypes,designers,business,spectacularly,companies,mistakes,past
https://www.class-central.com/mooc/4192/coursera-introduction-to-public-relations,relations,public,tactics,theories,strategy,trends,process,industry
https://www.class-central.com/mooc/5025/coursera-robotics-aerial-robotics,quadrotors,quadrotor,aerial,robotics,controllers,assignment,week,matlab
https://www.class-central.com/mooc/5830/coursera-how-to-write-a-resume-project-centered-course,resume,resumes,employer,sections,projectcentered,job,professional,career
https://www.class-central.com/mooc/6085/coursera-framework-for-data-collection-and-analysis,data,collection,sources,surveys,framework,analysis,quantify,source
https://www.class-central.com/mooc/3138/coursera-public-policy-challenges-of-the-21st-century,policy,warburg,professor,public,agenda,dee,governors,options
https://www.class-central.com/mooc/3291/coursera-comparing-genes-proteins-and-genomes-bioinformatics-iii,genome,sequences,compare,fragile,genomes,rearrangements,biological,mutations
https://www.class-central.com/mooc/4268/coursera-foundations-of-objective-c-app-development,objectivec,ios,encapsulation,week,programming,functions,inherits,instantiating
https://www.class-central.com/mooc/4270/coursera-html-css-and-javascript-for-web-developers,web,javascript,site,css,html,restaurant,ajax,page
https://www.class-central.com/mooc/5451/coursera-introduction-to-spreadsheets-and-models,spreadsheets,spreadsheet,formulas,models,carlo,monte,sheets,functions
https://www.class-central.com/mooc/5468/coursera-entrepreneurship-2-launching-your-start-up,team,hires,advisors,venture,startup,strategy,equity,founding
https://www.class-central.com/mooc/735/coursera-write-like-mozart-an-introduction-to-classical-music-composition,chord,progressions,fifths,voicing,progression,keys,voice,chords
https://www.class-central.com/mooc/4175/coursera-app-design-and-development-for-ios,app,tvos,watchos,ios,controllers,developing,threading,alerts
https://www.class-central.com/mooc/4358/coursera-advanced-business-strategy,strategy,stakeholder,diversification,firms,strategic,orascom,sony,internationalization
https://www.class-central.com/mooc/4334/coursera-the-raspberry-pi-platform-and-python-programming-for-the-raspberry-pi,raspberry,pins,python,operating,linux,describe,convenient,interface
https://www.class-central.com/mooc/4341/coursera-practical-predictive-analytics-models-and-methods,methods,statistical,unsupervised,resampling,descent,variants,gradient,machine
https://www.class-central.com/mooc/4423/coursera-international-law-in-action-a-guide-to-the-international-courts-and-tribunals-in-the-hague,courts,international,hague,tribunals,arbitration,court,disputes,themes
https://www.class-central.com/mooc/5034/coursera-viral-marketing-and-how-to-craft-contagious-content,contagious,mouth,catch,products,influence,ideas,word,social
https://www.class-central.com/mooc/5705/coursera-emergent-phenomena-in-science-and-everyday-life,emergent,quantum,consciousness,spots,constituent,phenomena,emergence,random
https://www.class-central.com/mooc/1033/coursera-mathematical-biostatistics-boot-camp-2,binomials,hypothesis,discrete,testing,watched,settings,intervals,famous
https://www.class-central.com/mooc/2757/coursera-inferential-statistics,variable,nonparametric,regression,tests,variance,categorical,test,variables
https://www.class-central.com/mooc/3159/coursera-emotions-a-philosophical-introduction,emotions,emotional,philosophical,neurons,plants,feel,entities,robots
https://www.class-central.com/mooc/4176/coursera-qualitative-research-methods,qualitative,research,observation,mixing,criteria,interviewing,good,data
https://www.class-central.com/mooc/4203/coursera-data-structures-measuring-and-optimizing-performance,trees,linked,data,hash,lists,structures,efficiency,assignment
https://www.class-central.com/mooc/4246/coursera-leading-organizations,group,resilience,sense,savoirrelier,organization,leadership,company,poilne
https://www.class-central.com/mooc/4323/coursera-java-programming-principles-of-software-design,java,sorting,classes,text,implement,earthquakes,interfaces,programs
https://www.class-central.com/mooc/4397/coursera-principles-of-fmri-1,fmri,week,acquisition,httpsleanpubcomprinciplesoffmri,glm,preprocessing,reconstruction,resonance
https://www.class-central.com/mooc/4347/coursera-giving-sense-to-your-leadership-experience,leadership,savoirrelier,sense,style,relational,resilience,generative,generous
https://www.class-central.com/mooc/4859/coursera-health-informatics-on-fhir,health,data,systems,electronic,informatics,record,interoperability,fhir
https://www.class-central.com/mooc/5028/coursera-communicating-data-science-results,aws,reproducibility,privacy,data,cloud,assignment,reproducible,unwilling
https://www.class-central.com/mooc/876/coursera-foundations-of-teaching-for-learning-3-learners-and-learning,classroom,teachers,children,district,thinkers,coursera,travels,school
https://www.class-central.com/mooc/815/coursera-introduction-to-thermodynamics-transferring-energy-from-here-to-there,energy,thermodynamics,thermodynamic,transfer,properties,power,transient,heat
https://www.class-central.com/mooc/884/coursera-foundations-of-teaching-for-learning-7-being-a-professional,professional,teaching,teacher,teachers,reflect,encouraged,assist,district
https://www.class-central.com/mooc/860/coursera-foundations-of-virtual-instruction,virtual,speaker,education,guest,classroom,week,funding,teaching
https://www.class-central.com/mooc/865/coursera-art-and-inquiry-museum-teaching-strategies-for-your-classroom,inquiry,closelooking,inquirybased,openended,art,classroom,curricula,museum
https://www.class-central.com/mooc/3480/coursera-introduction-to-systematic-review-and-meta-analysis,metaanalysis,bias,trials,systematic,answerable,metabias,clinical,question
https://www.class-central.com/mooc/873/coursera-coaching-teachers-promoting-changes-that-stick,coaching,teacher,mindset,variable,formula,match,residencys,instructional
https://www.class-central.com/mooc/2678/coursera-arts-and-culture-strategy,arts,customers,structures,attract,support,unit,mission,organization
https://www.class-central.com/mooc/2988/coursera-introduction-to-ableton-live,ableton,midi,live,audio,daws,troubleshooting,warping,trial
https://www.class-central.com/mooc/3498/coursera-food-beverage-management,beverage,food,owner,director,products,branca,grom,italia
https://www.class-central.com/mooc/862/coursera-evolution-a-course-for-educators,darwins,evolution,evolutionary,tree,species,life,selection,adaptation
https://www.class-central.com/mooc/949/coursera-instructional-methods-in-health-professions-education,unit,instructional,teaching,clinical,asynchronous,professions,skill,formats
https://www.class-central.com/mooc/3329/coursera-corporate-financial-decision-making-for-value-creation,firms,shareholders,restructuring,takeovers,corporate,mellon,mergers,explain
https://www.class-central.com/mooc/4163/coursera-modern-art-ideas,art,transforming,everyday,identity,post,articles,objects,artists
https://www.class-central.com/mooc/863/coursera-the-dynamic-earth-a-course-for-educators,geologic,earth,tectonics,plate,rock,atmosphere,evolution,earthquake
https://www.class-central.com/mooc/882/coursera-foundations-of-teaching-for-learning-5-planning-for-teaching-and-learning,planning,professional,teaching,teachers,teacher,inquiry,district,week
https://www.class-central.com/mooc/1374/coursera-management-of-fashion-and-luxury-companies,luxury,fashion,retail,identity,channels,brand,stylistic,industry
https://www.class-central.com/mooc/5439/coursera-music-as-biology-what-we-like-to-hear-and-why,music,sound,stimuli,auditory,vocal,scales,signals,musical
https://www.class-central.com/mooc/5489/coursera-fundamentals-of-gis,gis,arcgis,maps,map,data,geographic,arcmap,packages
https://www.class-central.com/mooc/5915/coursera-the-talmud-a-methodological-introduction,talmud,rabbinic,rabbis,bible,testimony,reading,literature,FALSE
https://www.class-central.com/mooc/624/coursera-microeconomics-the-power-of-markets,markets,supply,demand,price,unattainable,scarcity,elasticities,elasticity
https://www.class-central.com/mooc/4204/coursera-operations-analytics,analytics,uncertainty,simulation,demand,uncertain,newsvendor,decisions,optimization
https://www.class-central.com/mooc/4300/coursera-the-fundamentals-of-hotel-distribution,hotel,distribution,ota,increasingly,agents,web,travel,website
https://www.class-central.com/mooc/4223/coursera-public-relations-campaigns,campaigns,campaign,relations,theories,evaluation,putting,public,tactics
https://www.class-central.com/mooc/4362/coursera-java-programming-arrays-lists-and-structured-data,java,cipher,logs,store,gladlibs,vigenre,strings,hashmap
https://www.class-central.com/mooc/4348/coursera-ios-app-development-basics,app,xcode,ios,interface,user,functionality,cocoa,uicollectionview
https://www.class-central.com/mooc/3454/coursera-federalism-decentralization-evaluating-africa-s-track-record,decentralization,federalism,decentralized,federalismdecentralization,africa,political,blocks,promises
https://www.class-central.com/mooc/4173/coursera-internet-of-things-communication-technologies,voip,codecs,sip,application,voice,nutshell,initiation,brush
https://www.class-central.com/mooc/3448/coursera-women-in-leadership-inspiring-positive-change,women,leadership,negotiating,selfconfidence,career,organizations,inspiring,purposeful
https://www.class-central.com/mooc/5449/coursera-write-professional-emails-in-english,emails,email,request,writing,revise,write,formality,apology
https://www.class-central.com/mooc/5463/coursera-cameras-exposure-and-photography,camera,photographs,photography,cameras,vantage,digital,pictures,frame
https://www.class-central.com/mooc/724/coursera-fundamentals-of-digital-image-and-video-processing,image,compression,video,processing,recovery,signals,restoration,images
https://www.class-central.com/mooc/4351/coursera-regression-modeling-in-practice,regression,explanatory,variable,variables,response,quantitative,logistic,association
https://www.class-central.com/mooc/1299/coursera-statistical-mechanics-algorithms-and-computations,carlo,monte,sampling,quantum,mechanics,homework,session,algorithms
https://www.class-central.com/mooc/2076/coursera-an-introduction-to-global-health,health,global,diseases,ncds,lesson,infectious,focussed,child
https://www.class-central.com/mooc/5037/coursera-understanding-clinical-research-behind-the-statistics,tests,pvalue,statistical,test,research,ttest,strict,clinical
https://www.class-central.com/mooc/5070/coursera-calculus-single-variable-part-4-applications,integrals,averages,mass,applications,probability,computing,calculus,geometry
https://www.class-central.com/mooc/4465/coursera-introduction-to-people-analytics,performance,peerreviewed,recruitment,compensation,roi,motivation,nonmonetary,employees
https://www.class-central.com/mooc/5026/coursera-approximation-algorithms-part-i,rounding,randomized,problem,variant,approximation,multiway,linear,vertex
https://www.class-central.com/mooc/5076/coursera-autism-spectrum-disorder,autism,spectrum,asd,disorders,sensory,evidencebased,weaknesses,diagnosed
https://www.class-central.com/mooc/5552/coursera-wind-energy,wind,turbine,energy,completed,blade,module,aerodynamics,engineering
https://www.class-central.com/mooc/1796/coursera-art-activity-interactive-strategies-for-engaging-with-art,art,activities,reflecting,catalyst,videos,activity,forums,discussion
https://www.class-central.com/mooc/870/coursera-emerging-trends-technologies-in-the-virtual-k-12-classroom,virtual,education,technologies,gamebased,week,technology,open,instruction
