title,provider,subject,school,language,course_hours,session,course_length(weeks along),review count interval(강의시작일 + 강의수업길이 + 1분기<3개월>),review_count (from session start to the interval),total_review_count,total_review_average,pace,certification_available,url
European Paintings: From Leonardo to Rembrandt to Goya,edX,Visual Arts,Universidad Carlos iii de Madrid,English,3 hours a week,2015-02-10,9,2015-07-14,,8,5,Finished,Paid Certificate Available,https://www.class-central.com/mooc/2151/edx-ceh-1-enx-european-paintings-from-leonardo-to-rembrandt-to-goya
War for the Greater Middle East,edX,History,Boston University,English,4 hours a week,2015-10-13,6,2016-02-24,,8,5,Finished,Paid Certificate Available,https://www.class-central.com/mooc/1834/edx-intl301x-war-for-the-greater-middle-east
War for the Greater Middle East,edX,History,Boston University,English,4 hours a week,2014-09-24,6,2015-02-05,,8,4.5,Finished,Paid Certificate Available,https://www.class-central.com/mooc/1834/edx-intl301x-war-for-the-greater-middle-east
World of Wine: From Grape to Glass,edX,Science,University of Adelaide,English,2-3 hours a week,2016-07-07,6,2016-11-18,,8,4.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3189/edx-wine101x-world-of-wine-from-grape-to-glass
World of Wine: From Grape to Glass,edX,Science,University of Adelaide,English,2-3 hours a week,2015-06-04,6,2015-10-16,,8,4.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3189/edx-wine101x-world-of-wine-from-grape-to-glass
World of Wine: From Grape to Glass,edX,Science,University of Adelaide,English,2-3 hours a week,2015-04-02,6,2015-08-14,,8,4.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3189/edx-wine101x-world-of-wine-from-grape-to-glass
Elements of Structures,edX,Civil & Environmental Engineering,Massachusetts Institute of Technology,English,10-12 hours a week,2016-06-22,10,2016-11-30,,8,4.5,In progress,Paid Certificate Available,https://www.class-central.com/mooc/742/edx-2-01x-elements-of-structures
Elements of Structures,edX,Civil & Environmental Engineering,Massachusetts Institute of Technology,English,10-12 hours a week,2014-06-03,10,2014-11-12,,8,3.875,In progress,Paid Certificate Available,https://www.class-central.com/mooc/742/edx-2-01x-elements-of-structures
Elements of Structures,edX,Civil & Environmental Engineering,Massachusetts Institute of Technology,English,10-12 hours a week,2013-04-15,10,2013-09-24,,8,3.875,In progress,Paid Certificate Available,https://www.class-central.com/mooc/742/edx-2-01x-elements-of-structures
Analyzing and Visualizing Data with Excel,edX,Data Science and Big Data,Microsoft,English,2-4 hours a week,2016-04-01,6,2016-08-13,,8,5,Finished,Paid Certificate Available,https://www.class-central.com/mooc/4480/edx-dat206x-analyzing-and-visualizing-data-with-excel
Analyzing and Visualizing Data with Excel,edX,Data Science and Big Data,Microsoft,English,2-4 hours a week,2016-05-30,6,2016-10-11,,8,5,Finished,Paid Certificate Available,https://www.class-central.com/mooc/4480/edx-dat206x-analyzing-and-visualizing-data-with-excel
Analyzing and Visualizing Data with Excel,edX,Data Science and Big Data,Microsoft,English,2-4 hours a week,2015-09-29,6,2016-02-10,,8,5,Finished,Paid Certificate Available,https://www.class-central.com/mooc/4480/edx-dat206x-analyzing-and-visualizing-data-with-excel
Agile Development Using Ruby on Rails - Advanced,edX,Web Development,"University of California, Berkeley",English,12 hours a week,2016-09-20,6,2017-02-01,,8,5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/558/edx-cs169-2x-agile-development-using-ruby-on-rails-advanced
Agile Development Using Ruby on Rails - Advanced,edX,Web Development,"University of California, Berkeley",English,12 hours a week,2016-01-11,6,2016-05-22,,8,5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/558/edx-cs169-2x-agile-development-using-ruby-on-rails-advanced
Agile Development Using Ruby on Rails - Advanced,edX,Web Development,"University of California, Berkeley",English,12 hours a week,2015-01-06,6,2015-05-17,,7,4.571428571,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/558/edx-cs169-2x-agile-development-using-ruby-on-rails-advanced
Agile Development Using Ruby on Rails - Advanced,edX,Web Development,"University of California, Berkeley",English,12 hours a week,2014-06-10,6,2014-10-22,,7,4.571428571,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/558/edx-cs169-2x-agile-development-using-ruby-on-rails-advanced
Agile Development Using Ruby on Rails - Advanced,edX,Web Development,"University of California, Berkeley",English,12 hours a week,2013-11-11,6,2014-03-23,,7,4.571428571,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/558/edx-cs169-2x-agile-development-using-ruby-on-rails-advanced
Agile Development Using Ruby on Rails - Advanced,edX,Web Development,"University of California, Berkeley",English,12 hours a week,2013-08-13,6,2013-12-24,,7,4.571428571,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/558/edx-cs169-2x-agile-development-using-ruby-on-rails-advanced
Agile Development Using Ruby on Rails - Advanced,edX,Web Development,"University of California, Berkeley",English,12 hours a week,2013-02-15,6,2013-06-29,,7,4.714285714,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/558/edx-cs169-2x-agile-development-using-ruby-on-rails-advanced
Agile Development Using Ruby on Rails - Advanced,edX,Web Development,"University of California, Berkeley",English,12 hours a week,2012-11-05,6,2013-03-17,,7,4.714285714,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/558/edx-cs169-2x-agile-development-using-ruby-on-rails-advanced
Introduction to Geometry,edX,Algebra & Geometry,Schoolyourself,English,4-6 hours a week,2016-07-01,14,2017-01-07,,7,4.714285714,In progress,Paid Certificate Available,https://www.class-central.com/mooc/2527/edx-geometryx-introduction-to-geometry
Introduction to Geometry,edX,Algebra & Geometry,Schoolyourself,English,4-6 hours a week,2015-06-01,14,2015-12-07,,7,4.714285714,In progress,Paid Certificate Available,https://www.class-central.com/mooc/2527/edx-geometryx-introduction-to-geometry
Introduction to Geometry,edX,Algebra & Geometry,Schoolyourself,English,4-6 hours a week,2015-02-10,14,2015-08-19,,7,4.428571429,In progress,Paid Certificate Available,https://www.class-central.com/mooc/2527/edx-geometryx-introduction-to-geometry
Circuits and Electronics 1: Basic Circuit Analysis,edX,Electrical Engineering,Massachusetts Institute of Technology,English,6 hours a week,2016-06-28,5,2016-11-02,,7,4.428571429,In progress,Paid Certificate Available,https://www.class-central.com/mooc/4579/edx-6-002-1x-circuits-and-electronics-1-basic-circuit-analysis
Circuits and Electronics 1: Basic Circuit Analysis,edX,Electrical Engineering,Massachusetts Institute of Technology,English,6 hours a week,2015-09-29,5,2016-02-03,,7,4.428571429,In progress,Paid Certificate Available,https://www.class-central.com/mooc/4579/edx-6-002-1x-circuits-and-electronics-1-basic-circuit-analysis
China (Part 1): Political and Intellectual Foundations: From the Sage Kings to Confucius and the Legalists,edX,Language & Culture,Harvard University,English,1.5 - 3.5 hours a week,2016-05-01,6,2016-09-12,,7,4.285714286,In progress,Paid Certificate Available,https://www.class-central.com/mooc/941/edx-sw12-1-china-part-1-political-and-intellectual-foundations-from-the-sage-kings-to-confucius-and-the-legalists
China (Part 1): Political and Intellectual Foundations: From the Sage Kings to Confucius and the Legalists,edX,Language & Culture,Harvard University,English,1.5 - 3.5 hours a week,2015-10-07,6,2016-02-18,,7,4.285714286,In progress,Paid Certificate Available,https://www.class-central.com/mooc/941/edx-sw12-1-china-part-1-political-and-intellectual-foundations-from-the-sage-kings-to-confucius-and-the-legalists
China (Part 1): Political and Intellectual Foundations: From the Sage Kings to Confucius and the Legalists,edX,Language & Culture,Harvard University,English,1.5 - 3.5 hours a week,2013-10-31,6,2014-03-12,,7,3.714285714,In progress,Paid Certificate Available,https://www.class-central.com/mooc/941/edx-sw12-1-china-part-1-political-and-intellectual-foundations-from-the-sage-kings-to-confucius-and-the-legalists
Fundamentals of Neuroscience Part 1: Electrical Properties of the Neuron,edX,Biology,Harvard University,English,4 - 5 hours a week,2016-04-16,12,2016-10-09,,7,3.714285714,In progress,Paid Certificate Available,https://www.class-central.com/mooc/942/edx-mcb80-1x-fundamentals-of-neuroscience-part-1-electrical-properties-of-the-neuron
Fundamentals of Neuroscience Part 1: Electrical Properties of the Neuron,edX,Biology,Harvard University,English,4 - 5 hours a week,2015-05-01,12,2015-10-24,,7,3.714285714,In progress,Paid Certificate Available,https://www.class-central.com/mooc/942/edx-mcb80-1x-fundamentals-of-neuroscience-part-1-electrical-properties-of-the-neuron
Fundamentals of Neuroscience Part 1: Electrical Properties of the Neuron,edX,Biology,Harvard University,English,4 - 5 hours a week,2013-10-31,12,2014-04-23,,7,2.857142857,In progress,Paid Certificate Available,https://www.class-central.com/mooc/942/edx-mcb80-1x-fundamentals-of-neuroscience-part-1-electrical-properties-of-the-neuron
Computer Graphics,edX,Computer Science,"University of California, Berkeley",English,12 hours a week,2016-05-01,6,2016-09-12,,7,2.857142857,In progress,Paid Certificate Available,https://www.class-central.com/mooc/548/edx-cse167x-computer-graphics
Computer Graphics,edX,Computer Science,"University of California, Berkeley",English,12 hours a week,2015-12-01,6,2016-04-12,,7,4.571428571,In progress,Paid Certificate Available,https://www.class-central.com/mooc/548/edx-cse167x-computer-graphics
Computer Graphics,edX,Computer Science,"University of California, Berkeley",English,12 hours a week,2015-08-17,6,2015-12-28,,7,4.571428571,In progress,Paid Certificate Available,https://www.class-central.com/mooc/548/edx-cse167x-computer-graphics
Computer Graphics,edX,Computer Science,"University of California, Berkeley",English,12 hours a week,2014-10-06,6,2015-02-17,,7,3.571428571,In progress,Paid Certificate Available,https://www.class-central.com/mooc/548/edx-cse167x-computer-graphics
Computer Graphics,edX,Computer Science,"University of California, Berkeley",English,12 hours a week,2013-10-07,6,2014-02-18,,7,4.285714286,In progress,Paid Certificate Available,https://www.class-central.com/mooc/548/edx-cse167x-computer-graphics
Computer Graphics,edX,Computer Science,"University of California, Berkeley",English,12 hours a week,2013-03-18,6,2013-07-29,,7,4.285714286,In progress,Paid Certificate Available,https://www.class-central.com/mooc/548/edx-cse167x-computer-graphics
Computer Graphics,edX,Computer Science,"University of California, Berkeley",English,12 hours a week,2012-11-05,6,2013-03-17,,7,4.714285714,In progress,Paid Certificate Available,https://www.class-central.com/mooc/548/edx-cse167x-computer-graphics
Relativity and Astrophysics,edX,Physics,Cornell University,English,4?8 hours a week,2014-02-03,8,2014-06-30,,7,4.714285714,Finished,null,https://www.class-central.com/mooc/1334/edx-astro2290x-relativity-and-astrophysics
"Was Alexander Great? The Life, Leadership, and Legacies of History’s Greatest Warrior",edX,History,Wellesley College,English,4-6 hours a week,2014-02-04,13,2014-08-06,,7,4.714285714,Finished,null,https://www.class-central.com/mooc/944/edx-hist229x-was-alexander-great-the-life-leadership-and-legacies-of-history-s-greatest-warrior
Street-Fighting Math,edX,Foundations of Mathematics,Massachusetts Institute of Technology,English,6 to 9 hours a week,2014-04-08,7,2014-08-27,,6,4.833333333,Finished,null,https://www.class-central.com/mooc/1780/edx-6-sfmx-street-fighting-math
"Discrete Time Signals and Systems, Part 1: Time Domain",edX,Electrical Engineering,Rice University,English,8 hours a week,2015-02-04,5,2015-06-11,,6,4.833333333,Finished,Paid Certificate Available,https://www.class-central.com/mooc/1236/edx-elec301-1x-discrete-time-signals-and-systems-part-1-time-domain
"Discrete Time Signals and Systems, Part 1: Time Domain",edX,Electrical Engineering,Rice University,English,8 hours a week,2014-02-14,5,2014-06-21,,6,4.833333333,Finished,Paid Certificate Available,https://www.class-central.com/mooc/1236/edx-elec301-1x-discrete-time-signals-and-systems-part-1-time-domain
Linear Algebra - Foundations to Frontiers,edX,Algebra & Geometry,The University of Texas at Austin,English,8 hours a week,2016-08-24,15,2017-03-07,,6,4.833333333,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/1337/edx-ut-5-03x-linear-algebra-foundations-to-frontiers-laff
Linear Algebra - Foundations to Frontiers,edX,Algebra & Geometry,The University of Texas at Austin,English,8 hours a week,2015-06-03,15,2015-12-16,,6,4,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/1337/edx-ut-5-03x-linear-algebra-foundations-to-frontiers-laff
Linear Algebra - Foundations to Frontiers,edX,Algebra & Geometry,The University of Texas at Austin,English,8 hours a week,2015-01-28,15,2015-08-13,,6,4,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/1337/edx-ut-5-03x-linear-algebra-foundations-to-frontiers-laff
Linear Algebra - Foundations to Frontiers,edX,Algebra & Geometry,The University of Texas at Austin,English,8 hours a week,2014-01-29,15,2014-08-14,,6,4,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/1337/edx-ut-5-03x-linear-algebra-foundations-to-frontiers-laff
Science & Cooking: From Haute Cuisine to Soft Matter Science,edX,Science,Harvard University,English,3 - 6 hours a week,2015-06-17,14,2015-12-23,,6,4,Finished,Paid Certificate Available,https://www.class-central.com/mooc/811/edx-spu27x-science-cooking-from-haute-cuisine-to-soft-matter-science
Science & Cooking: From Haute Cuisine to Soft Matter Science,edX,Science,Harvard University,English,3 - 6 hours a week,2013-10-08,14,2014-04-14,,6,4.333333333,Finished,Paid Certificate Available,https://www.class-central.com/mooc/811/edx-spu27x-science-cooking-from-haute-cuisine-to-soft-matter-science
"Tangible Things: Discovering History Through Artworks, Artifacts, Scientific Specimens, and the Stuff Around You",edX,Anthropology,Harvard University,English,2-4 hours a week,2015-08-05,5,2015-12-09,,6,4.333333333,Finished,null,https://www.class-central.com/mooc/1870/edx-usw30x-tangible-things-discovering-history-through-artworks-artifacts-scientific-specimens-and-the-stuff-around-you
"Tangible Things: Discovering History Through Artworks, Artifacts, Scientific Specimens, and the Stuff Around You",edX,Anthropology,Harvard University,English,2-4 hours a week,2014-06-02,5,2014-10-07,,6,4.333333333,Finished,null,https://www.class-central.com/mooc/1870/edx-usw30x-tangible-things-discovering-history-through-artworks-artifacts-scientific-specimens-and-the-stuff-around-you
Introduction to Human Evolution,edX,Anthropology,Wellesley College,English,4-6 hours a week,2015-09-03,12,2016-02-26,,6,3.666666667,Finished,Paid Certificate Available,https://www.class-central.com/mooc/927/edx-anth207x-introduction-to-human-evolution
Introduction to Human Evolution,edX,Anthropology,Wellesley College,English,4-6 hours a week,2015-05-06,12,2015-10-29,,6,3.666666667,Finished,Paid Certificate Available,https://www.class-central.com/mooc/927/edx-anth207x-introduction-to-human-evolution
Introduction to Human Evolution,edX,Anthropology,Wellesley College,English,4-6 hours a week,2013-09-25,12,2014-03-18,,6,3.666666667,Finished,Paid Certificate Available,https://www.class-central.com/mooc/927/edx-anth207x-introduction-to-human-evolution
Terrorism and Counterterrorism,edX,Political Science,Georgetown University,English,8-10 hours a week,2015-09-24,9,2016-02-26,,6,2.833333333,Finished,Paid Certificate Available,https://www.class-central.com/mooc/1566/edx-guix-501-02x-terrorism-and-counterterrorism
Terrorism and Counterterrorism,edX,Political Science,Georgetown University,English,8-10 hours a week,2014-10-01,9,2015-03-03,,6,2.833333333,Finished,Paid Certificate Available,https://www.class-central.com/mooc/1566/edx-guix-501-02x-terrorism-and-counterterrorism
The Civil War and Reconstruction - 1850-1861: A Nation Divided,edX,History,Columbia University,English,6-8 hours a week,2015-09-30,10,2016-03-09,,6,2.833333333,Finished,Paid Certificate Available,https://www.class-central.com/mooc/2172/edx-hist1-1x-the-civil-war-and-reconstruction-1850-1861-a-nation-divided
The Civil War and Reconstruction - 1850-1861: A Nation Divided,edX,History,Columbia University,English,6-8 hours a week,2014-09-17,10,2015-02-26,,6,2,Finished,Paid Certificate Available,https://www.class-central.com/mooc/2172/edx-hist1-1x-the-civil-war-and-reconstruction-1850-1861-a-nation-divided
Philosophy: Minds and Machines,edX,Philosophy,Massachusetts Institute of Technology,English,3 - 4 hours a week,2015-11-17,12,2016-05-09,,6,2,Finished,Paid Certificate Available,https://www.class-central.com/mooc/4504/edx-24-09x-philosophy-minds-and-machines
The Challenges of Global Poverty,edX,Economics,Massachusetts Institute of Technology,English,6-7 hours a week,2016-02-22,12,2016-08-16,,6,2,Finished,Paid Certificate Available,https://www.class-central.com/mooc/608/edx-14-73x-the-challenges-of-global-poverty
The Challenges of Global Poverty,edX,Economics,Massachusetts Institute of Technology,English,6-7 hours a week,2015-02-03,12,2015-07-28,,6,2,Finished,Paid Certificate Available,https://www.class-central.com/mooc/608/edx-14-73x-the-challenges-of-global-poverty
The Challenges of Global Poverty,edX,Economics,Massachusetts Institute of Technology,English,6-7 hours a week,2014-02-05,12,2014-07-30,,6,2,Finished,Paid Certificate Available,https://www.class-central.com/mooc/608/edx-14-73x-the-challenges-of-global-poverty
The Challenges of Global Poverty,edX,Economics,Massachusetts Institute of Technology,English,6-7 hours a week,2013-02-02,12,2013-07-27,,6,4.833333333,Finished,Paid Certificate Available,https://www.class-central.com/mooc/608/edx-14-73x-the-challenges-of-global-poverty
Linear Differential Equations,edX,Calculus & Mathematical Analysis,Boston University,English,8 - 10 hours a week,2016-04-21,6,2016-09-02,,6,4.166666667,Finished,Paid Certificate Available,https://www.class-central.com/mooc/3319/edx-math226-2x-linear-differential-equations
Linear Differential Equations,edX,Calculus & Mathematical Analysis,Boston University,English,8 - 10 hours a week,2015-04-30,6,2015-09-11,,6,4.166666667,Finished,Paid Certificate Available,https://www.class-central.com/mooc/3319/edx-math226-2x-linear-differential-equations
Enabling Technologies for Data Science and Analytics: The Internet of Things,edX,Internet of Things,Columbia University,English,7-10 hours a week,2016-05-15,5,2016-09-19,,6,4.333333333,Finished,Paid Certificate Available,https://www.class-central.com/mooc/4911/edx-ds103x-enabling-technologies-for-data-science-and-analytics-the-internet-of-things
Enabling Technologies for Data Science and Analytics: The Internet of Things,edX,Internet of Things,Columbia University,English,7-10 hours a week,2016-03-07,5,2016-07-11,,6,4.333333333,Finished,Paid Certificate Available,https://www.class-central.com/mooc/4911/edx-ds103x-enabling-technologies-for-data-science-and-analytics-the-internet-of-things
Nonlinear Differential Equations: Order and Chaos,edX,Calculus & Mathematical Analysis,Boston University,English,8-10 hours a week,2016-06-23,5,2016-10-28,,5,3.8,In progress,Paid Certificate Available,https://www.class-central.com/mooc/3899/edx-math226-3x-nonlinear-differential-equations-order-and-chaos
Nonlinear Differential Equations: Order and Chaos,edX,Calculus & Mathematical Analysis,Boston University,English,8-10 hours a week,2015-07-30,5,2015-12-03,,5,3.8,In progress,Paid Certificate Available,https://www.class-central.com/mooc/3899/edx-math226-3x-nonlinear-differential-equations-order-and-chaos
Processing Big Data with Azure HDInsight,edX,Data Science and Big Data,Microsoft,English,3-4 hours a week,2016-03-21,5,2016-07-25,,5,3.8,In progress,Paid Certificate Available,https://www.class-central.com/mooc/3917/edx-dat202-1x-processing-big-data-with-azure-hdinsight
Processing Big Data with Azure HDInsight,edX,Data Science and Big Data,Microsoft,English,3-4 hours a week,2016-01-25,5,2016-05-29,,5,4.8,In progress,Paid Certificate Available,https://www.class-central.com/mooc/3917/edx-dat202-1x-processing-big-data-with-azure-hdinsight
Processing Big Data with Azure HDInsight,edX,Data Science and Big Data,Microsoft,English,3-4 hours a week,2015-08-03,5,2015-12-07,,5,4.8,In progress,Paid Certificate Available,https://www.class-central.com/mooc/3917/edx-dat202-1x-processing-big-data-with-azure-hdinsight
Western Civilization: Ancient and Medieval Europe,edX,History,Arizona State University,English,18 hours a week,2016-06-01,8,2016-10-27,,5,4.8,In progress,Paid Certificate Available,https://www.class-central.com/mooc/3501/edx-hst102x-western-civilization-ancient-and-medieval-europe
Western Civilization: Ancient and Medieval Europe,edX,History,Arizona State University,English,18 hours a week,2016-03-14,8,2016-08-09,,5,3.8,In progress,Paid Certificate Available,https://www.class-central.com/mooc/3501/edx-hst102x-western-civilization-ancient-and-medieval-europe
Western Civilization: Ancient and Medieval Europe,edX,History,Arizona State University,English,18 hours a week,2015-10-14,8,2016-03-09,,5,3.8,In progress,Paid Certificate Available,https://www.class-central.com/mooc/3501/edx-hst102x-western-civilization-ancient-and-medieval-europe
Human Anatomy,edX,Biology,Hong Kong Polytechnic University,English,1-6 hours a week,2016-06-15,6,2016-10-27,,5,3.8,In progress,Paid Certificate Available,https://www.class-central.com/mooc/3648/edx-ana101x-human-anatomy
Human Anatomy,edX,Biology,Hong Kong Polytechnic University,English,1-6 hours a week,2015-08-25,6,2016-01-06,,5,4.6,In progress,Paid Certificate Available,https://www.class-central.com/mooc/3648/edx-ana101x-human-anatomy
Fundamentals of Six Sigma: Quality Engineering and Management,edX,Business & Management,Technische Universit?t M?nchen (Technical University of Munich),English,3-4 hours a week,2016-06-15,10,2016-11-24,,5,4.6,In progress,Paid Certificate Available,https://www.class-central.com/mooc/3310/edx-qemx-fundamentals-of-six-sigma-quality-engineering-and-management
Fundamentals of Six Sigma: Quality Engineering and Management,edX,Business & Management,Technische Universit?t M?nchen (Technical University of Munich),English,3-4 hours a week,2015-07-01,10,2015-12-09,,5,4.6,In progress,Paid Certificate Available,https://www.class-central.com/mooc/3310/edx-qemx-fundamentals-of-six-sigma-quality-engineering-and-management
Statistics for Business ? I,edX,Statistics & Probability,Indian Institute of Management Bangalore,English,5-7 hours a week,2016-09-08,5,2017-01-13,,5,4.6,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3640/edx-qm101-1x-statistics-for-business-i
Statistics for Business ? I,edX,Statistics & Probability,Indian Institute of Management Bangalore,English,5-7 hours a week,2015-07-07,5,2015-11-11,,5,4.6,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3640/edx-qm101-1x-statistics-for-business-i
International Law,edX,Law,null,English,4-6 hours a week,2016-09-22,8,2017-02-17,,5,4.6,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3179/edx-louv5x-international-law
International Law,edX,Law,null,English,4-6 hours a week,2015-09-17,8,2016-02-12,,5,4.6,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3179/edx-louv5x-international-law
International Law,edX,Law,null,English,4-6 hours a week,2015-04-30,8,2015-09-25,,5,4.6,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3179/edx-louv5x-international-law
China (Part 6): The Manchus and the Qing Dynasty,edX,Language & Culture,Harvard University,English,1.5 - 3.5 hours a week,2016-05-01,5,2016-09-05,,5,5,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1986/edx-sw12-6x-china-part-6-the-manchus-and-the-qing-dynasty
China (Part 6): The Manchus and the Qing Dynasty,edX,Language & Culture,Harvard University,English,1.5 - 3.5 hours a week,2015-10-06,5,2016-02-10,,5,5,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1986/edx-sw12-6x-china-part-6-the-manchus-and-the-qing-dynasty
China (Part 6): The Manchus and the Qing Dynasty,edX,Language & Culture,Harvard University,English,1.5 - 3.5 hours a week,2014-05-22,5,2014-09-26,,5,5,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1986/edx-sw12-6x-china-part-6-the-manchus-and-the-qing-dynasty
China (Part 2): The Creation and End of Centralized Empire,edX,Language & Culture,Harvard University,English,1.5 - 3.5 hours a week,2016-05-01,5,2016-09-05,,5,5,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1617/edx-sw12-2x-china-part-2-the-creation-and-end-of-centralized-empire
China (Part 2): The Creation and End of Centralized Empire,edX,Language & Culture,Harvard University,English,1.5 - 3.5 hours a week,2015-10-07,5,2016-02-11,,5,5,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1617/edx-sw12-2x-china-part-2-the-creation-and-end-of-centralized-empire
China (Part 2): The Creation and End of Centralized Empire,edX,Language & Culture,Harvard University,English,1.5 - 3.5 hours a week,2014-01-02,5,2014-05-06,,5,4.8,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1617/edx-sw12-2x-china-part-2-the-creation-and-end-of-centralized-empire
China (Part 4): Literati China: Examinations and Neo-Confucianism,edX,Language & Culture,Harvard University,English,1.5 - 3.5 hours a week,2016-05-01,4,2016-08-29,,5,4.8,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1845/edx-sw12-4x-china-part-4-literati-china-examinations-and-neo-confucianism
China (Part 4): Literati China: Examinations and Neo-Confucianism,edX,Language & Culture,Harvard University,English,1.5 - 3.5 hours a week,2015-10-07,4,2016-02-04,,5,4.8,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1845/edx-sw12-4x-china-part-4-literati-china-examinations-and-neo-confucianism
China (Part 4): Literati China: Examinations and Neo-Confucianism,edX,Language & Culture,Harvard University,English,1.5 - 3.5 hours a week,2014-03-20,4,2014-07-17,,5,4.4,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1845/edx-sw12-4x-china-part-4-literati-china-examinations-and-neo-confucianism
"Visualizing Japan (1850s-1930s): Westernization, Protest, Modernity",edX,History,Harvard University,English,3 - 5 hours a week,2015-11-10,6,2016-03-22,,5,4.4,Self Paced,Paid Certificate Available,https://www.class-central.com/mooc/2159/edx-vjx-visualizing-japan-1850s-1930s-westernization-protest-modernity
"Visualizing Japan (1850s-1930s): Westernization, Protest, Modernity",edX,History,Harvard University,English,3 - 5 hours a week,2015-09-15,6,2016-01-27,,5,4.4,Self Paced,Paid Certificate Available,https://www.class-central.com/mooc/2159/edx-vjx-visualizing-japan-1850s-1930s-westernization-protest-modernity
"Visualizing Japan (1850s-1930s): Westernization, Protest, Modernity",edX,History,Harvard University,English,3 - 5 hours a week,2014-09-03,6,2015-01-15,,5,4.4,Self Paced,Paid Certificate Available,https://www.class-central.com/mooc/2159/edx-vjx-visualizing-japan-1850s-1930s-westernization-protest-modernity
Tropical Coastal Ecosystems,edX,Environmental Science,University of Queensland,English,4-5 hours a week,2016-05-31,7,2016-10-19,,5,4.4,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1649/edx-tropic101x-tropical-coastal-ecosystems
Tropical Coastal Ecosystems,edX,Environmental Science,University of Queensland,English,4-5 hours a week,2015-11-24,7,2016-04-12,,5,4.4,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1649/edx-tropic101x-tropical-coastal-ecosystems
Tropical Coastal Ecosystems,edX,Environmental Science,University of Queensland,English,4-5 hours a week,2015-09-01,7,2016-01-20,,5,4.4,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1649/edx-tropic101x-tropical-coastal-ecosystems
Tropical Coastal Ecosystems,edX,Environmental Science,University of Queensland,English,4-5 hours a week,2014-04-28,7,2014-09-16,,5,4.4,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1649/edx-tropic101x-tropical-coastal-ecosystems
Astrophysics: The Violent Universe,edX,Astronomy,Australian National University,English,3 hours a week,2016-03-01,9,2016-08-03,,5,4.4,Self Paced,Paid Certificate Available,https://www.class-central.com/mooc/2368/edx-anu-astro3x-astrophysics-the-violent-universe
Astrophysics: The Violent Universe,edX,Astronomy,Australian National University,English,3 hours a week,2015-05-01,9,2015-10-03,,5,4.4,Self Paced,Paid Certificate Available,https://www.class-central.com/mooc/2368/edx-anu-astro3x-astrophysics-the-violent-universe
Astrophysics: The Violent Universe,edX,Astronomy,Australian National University,English,3 hours a week,2016-02-09,9,2016-07-12,,5,4.4,Self Paced,Paid Certificate Available,https://www.class-central.com/mooc/2368/edx-anu-astro3x-astrophysics-the-violent-universe
Astrophysics: The Violent Universe,edX,Astronomy,Australian National University,English,3 hours a week,2014-10-14,9,2015-03-16,,5,3.6,Self Paced,Paid Certificate Available,https://www.class-central.com/mooc/2368/edx-anu-astro3x-astrophysics-the-violent-universe
Programming in Scratch,edX,Programming,Harvey Mudd College,English,6 hours a week,2016-06-01,6,2016-10-13,,5,3.6,In progress,Paid Certificate Available,https://www.class-central.com/mooc/2954/edx-cs002x-programming-in-scratch
Programming in Scratch,edX,Programming,Harvey Mudd College,English,6 hours a week,2015-05-05,6,2015-09-16,,5,3.6,In progress,Paid Certificate Available,https://www.class-central.com/mooc/2954/edx-cs002x-programming-in-scratch
Programming in Scratch,edX,Programming,Harvey Mudd College,English,6 hours a week,2015-02-02,6,2015-06-16,,5,3.6,In progress,Paid Certificate Available,https://www.class-central.com/mooc/2954/edx-cs002x-programming-in-scratch
