title,provider,subject,school,language,course_hours,session,course_length(weeks along),review count interval(강의시작일 + 강의수업길이 + 1분기<3개월>),review_count (from session start to the interval),total_review_count,total_review_average,pace,certification_available,url
Introduction to Music Production,Coursera,Digital Media & Video Games,Berklee College of Music,English,6-8 hours a week,2013-03-01,7,2013-07-19,,3,4.666666667,In progress,Paid Certificate Available,https://www.class-central.com/mooc/525/coursera-introduction-to-music-production
Organic Solar Cells - Theory and Practice,Coursera,Electrical Engineering,Technical University of Denmark (DTU),English,3-6 hours a week,2015-01-01,6,2015-05-12,,3,4.666666667,Self Paced,Paid Certificate Available,https://www.class-central.com/mooc/1822/coursera-organic-solar-cells-theory-and-practice
Organic Solar Cells - Theory and Practice,Coursera,Electrical Engineering,Technical University of Denmark (DTU),English,3-6 hours a week,2014-09-01,6,2015-01-13,,3,4.666666667,Self Paced,Paid Certificate Available,https://www.class-central.com/mooc/1822/coursera-organic-solar-cells-theory-and-practice
Organic Solar Cells - Theory and Practice,Coursera,Electrical Engineering,Technical University of Denmark (DTU),English,3-6 hours a week,2014-06-02,6,2014-10-14,,3,4.666666667,Self Paced,Paid Certificate Available,https://www.class-central.com/mooc/1822/coursera-organic-solar-cells-theory-and-practice
Applications in Engineering Mechanics,Coursera,Mechanical Engineering,Georgia Institute of Technology,English,5-7 hours a week,2016-06-27,5,2016-11-01,,3,4.666666667,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1148/coursera-applications-in-engineering-mechanics
Applications in Engineering Mechanics,Coursera,Mechanical Engineering,Georgia Institute of Technology,English,5-7 hours a week,2016-05-30,5,2016-10-04,,3,4,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1148/coursera-applications-in-engineering-mechanics
Applications in Engineering Mechanics,Coursera,Mechanical Engineering,Georgia Institute of Technology,English,5-7 hours a week,2015-02-04,5,2015-06-11,,3,4,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1148/coursera-applications-in-engineering-mechanics
Applications in Engineering Mechanics,Coursera,Mechanical Engineering,Georgia Institute of Technology,English,5-7 hours a week,2016-04-04,5,2016-08-09,,3,4,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1148/coursera-applications-in-engineering-mechanics
Applications in Engineering Mechanics,Coursera,Mechanical Engineering,Georgia Institute of Technology,English,5-7 hours a week,2016-03-07,5,2016-07-11,,3,4,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1148/coursera-applications-in-engineering-mechanics
Applications in Engineering Mechanics,Coursera,Mechanical Engineering,Georgia Institute of Technology,English,5-7 hours a week,2016-02-08,5,2016-06-14,,3,4,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1148/coursera-applications-in-engineering-mechanics
Applications in Engineering Mechanics,Coursera,Mechanical Engineering,Georgia Institute of Technology,English,5-7 hours a week,2016-01-11,5,2016-05-15,,3,4,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1148/coursera-applications-in-engineering-mechanics
Applications in Engineering Mechanics,Coursera,Mechanical Engineering,Georgia Institute of Technology,English,5-7 hours a week,2015-12-14,5,2016-04-18,,3,4,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1148/coursera-applications-in-engineering-mechanics
Applications in Engineering Mechanics,Coursera,Mechanical Engineering,Georgia Institute of Technology,English,5-7 hours a week,2015-11-16,5,2016-03-21,,3,4,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1148/coursera-applications-in-engineering-mechanics
Applications in Engineering Mechanics,Coursera,Mechanical Engineering,Georgia Institute of Technology,English,5-7 hours a week,2013-11-04,5,2014-03-09,,3,4,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1148/coursera-applications-in-engineering-mechanics
Copyright for Educators & Librarians,Coursera,Law,Duke University,English,2-3 hours a week,2015-07-01,5,2015-11-05,,3,4,Self Paced,Paid Certificate Available,https://www.class-central.com/mooc/2137/coursera-copyright-for-educators-librarians
Copyright for Educators & Librarians,Coursera,Law,Duke University,English,2-3 hours a week,2014-07-21,5,2014-11-25,,3,4,Self Paced,Paid Certificate Available,https://www.class-central.com/mooc/2137/coursera-copyright-for-educators-librarians
Engineering Systems in Motion: Dynamics of Particles and Bodies in 2D Motion,Coursera,Mechanical Engineering,Georgia Institute of Technology,English,5-7 hours a week,2016-06-27,7,2016-11-15,,3,4.333333333,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1703/coursera-engineering-systems-in-motion-dynamics-of-particles-and-bodies-in-2d-motion
Engineering Systems in Motion: Dynamics of Particles and Bodies in 2D Motion,Coursera,Mechanical Engineering,Georgia Institute of Technology,English,5-7 hours a week,2016-05-30,7,2016-10-18,,3,4.333333333,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1703/coursera-engineering-systems-in-motion-dynamics-of-particles-and-bodies-in-2d-motion
Engineering Systems in Motion: Dynamics of Particles and Bodies in 2D Motion,Coursera,Mechanical Engineering,Georgia Institute of Technology,English,5-7 hours a week,2015-02-10,7,2015-06-30,,3,4.333333333,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1703/coursera-engineering-systems-in-motion-dynamics-of-particles-and-bodies-in-2d-motion
Engineering Systems in Motion: Dynamics of Particles and Bodies in 2D Motion,Coursera,Mechanical Engineering,Georgia Institute of Technology,English,5-7 hours a week,2016-04-04,7,2016-08-23,,3,4.333333333,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1703/coursera-engineering-systems-in-motion-dynamics-of-particles-and-bodies-in-2d-motion
Engineering Systems in Motion: Dynamics of Particles and Bodies in 2D Motion,Coursera,Mechanical Engineering,Georgia Institute of Technology,English,5-7 hours a week,2016-03-07,7,2016-07-25,,3,4.333333333,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1703/coursera-engineering-systems-in-motion-dynamics-of-particles-and-bodies-in-2d-motion
Engineering Systems in Motion: Dynamics of Particles and Bodies in 2D Motion,Coursera,Mechanical Engineering,Georgia Institute of Technology,English,5-7 hours a week,2016-02-08,7,2016-06-28,,3,4.333333333,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1703/coursera-engineering-systems-in-motion-dynamics-of-particles-and-bodies-in-2d-motion
Engineering Systems in Motion: Dynamics of Particles and Bodies in 2D Motion,Coursera,Mechanical Engineering,Georgia Institute of Technology,English,5-7 hours a week,2016-01-11,7,2016-05-29,,3,5,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1703/coursera-engineering-systems-in-motion-dynamics-of-particles-and-bodies-in-2d-motion
Engineering Systems in Motion: Dynamics of Particles and Bodies in 2D Motion,Coursera,Mechanical Engineering,Georgia Institute of Technology,English,5-7 hours a week,2015-12-01,7,2016-04-19,,3,5,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1703/coursera-engineering-systems-in-motion-dynamics-of-particles-and-bodies-in-2d-motion
Engineering Systems in Motion: Dynamics of Particles and Bodies in 2D Motion,Coursera,Mechanical Engineering,Georgia Institute of Technology,English,5-7 hours a week,2015-12-14,7,2016-05-01,,3,5,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1703/coursera-engineering-systems-in-motion-dynamics-of-particles-and-bodies-in-2d-motion
Engineering Systems in Motion: Dynamics of Particles and Bodies in 2D Motion,Coursera,Mechanical Engineering,Georgia Institute of Technology,English,5-7 hours a week,2015-11-16,7,2016-04-04,,3,5,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1703/coursera-engineering-systems-in-motion-dynamics-of-particles-and-bodies-in-2d-motion
Engineering Systems in Motion: Dynamics of Particles and Bodies in 2D Motion,Coursera,Mechanical Engineering,Georgia Institute of Technology,English,5-7 hours a week,2014-03-10,7,2014-07-28,,3,5,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1703/coursera-engineering-systems-in-motion-dynamics-of-particles-and-bodies-in-2d-motion
Ebola Virus Disease: An Evolving Epidemic,Coursera,Disease & Disorders,Emory University,English,4-6 hours a week,2015-06-02,6,2015-10-14,,3,5,Self Paced,Paid Certificate Available,https://www.class-central.com/mooc/3202/coursera-ebola-virus-disease-an-evolving-epidemic
Ebola Virus Disease: An Evolving Epidemic,Coursera,Disease & Disorders,Emory University,English,4-6 hours a week,2015-03-31,6,2015-08-12,,3,5,Self Paced,Paid Certificate Available,https://www.class-central.com/mooc/3202/coursera-ebola-virus-disease-an-evolving-epidemic
General Chemistry: Concept Development and Application,Coursera,Chemistry,Rice University,English,null,2015-07-01,11,2015-12-16,,3,5,Self Paced,null,https://www.class-central.com/mooc/3885/coursera-general-chemistry-concept-development-and-application
Smartphone Emerging Technologies,Coursera,Computer Science,Yonsei University,English,null,2015-07-01,5,2015-11-05,,3,5,Self Paced,Paid Certificate Available,https://www.class-central.com/mooc/3932/coursera-smartphone-emerging-technologies
Bioinformatics: Life Sciences on Your Computer,Coursera,Bioinformatics,Johns Hopkins University,English,4-8 hours a week,2014-06-09,5,2014-10-14,,3,5,Finished,Certificate Available,https://www.class-central.com/mooc/2012/coursera-bioinformatics-life-sciences-on-your-computer
Leading Strategic Innovation in Organizations,Coursera,Management & Leadership,Vanderbilt University,English,6-12 hours a week,2014-07-01,9,2014-12-02,,3,5,Finished,Certificate Available,https://www.class-central.com/mooc/530/coursera-leading-strategic-innovation-in-organizations
Leading Strategic Innovation in Organizations,Coursera,Management & Leadership,Vanderbilt University,English,6-12 hours a week,2013-03-05,9,2013-08-07,,3,5,Finished,Certificate Available,https://www.class-central.com/mooc/530/coursera-leading-strategic-innovation-in-organizations
An Introduction to Functional Analysis,Coursera,Calculus & Mathematical Analysis,?cole Centrale Paris,English,6-8 hours a week,2014-09-12,8,2015-02-07,,3,5,Finished,Certificate Available,https://www.class-central.com/mooc/1313/coursera-an-introduction-to-functional-analysis
An Introduction to Functional Analysis,Coursera,Calculus & Mathematical Analysis,?cole Centrale Paris,English,6-8 hours a week,2014-01-27,8,2014-06-24,,3,5,Finished,Certificate Available,https://www.class-central.com/mooc/1313/coursera-an-introduction-to-functional-analysis
Volcanic Eruptions: a material science.,Coursera,Environmental Science,Ludwig-Maximilians-Universit?t M?nchen,English,1-2 hours a week,2014-10-21,10,2015-03-30,,3,5,Finished,Certificate Available,https://www.class-central.com/mooc/711/coursera-volcanic-eruptions-a-material-science
Volcanic Eruptions: a material science.,Coursera,Environmental Science,Ludwig-Maximilians-Universit?t M?nchen,English,1-2 hours a week,2013-07-23,10,2014-01-01,,3,5,Finished,Certificate Available,https://www.class-central.com/mooc/711/coursera-volcanic-eruptions-a-material-science
Computational Methods for Data Analysis,Coursera,Data Science and Big Data,University of Washington,English,10-12 hours a week,2015-01-05,10,2015-06-16,,3,5,Finished,null,https://www.class-central.com/mooc/595/coursera-computational-methods-for-data-analysis
Computational Methods for Data Analysis,Coursera,Data Science and Big Data,University of Washington,English,10-12 hours a week,2014-01-06,10,2014-06-17,,3,5,Finished,null,https://www.class-central.com/mooc/595/coursera-computational-methods-for-data-analysis
Computational Methods for Data Analysis,Coursera,Data Science and Big Data,University of Washington,English,10-12 hours a week,2013-06-03,10,2013-11-12,,3,5,Finished,null,https://www.class-central.com/mooc/595/coursera-computational-methods-for-data-analysis
Computational Methods for Data Analysis,Coursera,Data Science and Big Data,University of Washington,English,10-12 hours a week,2013-04-01,10,2013-09-10,,3,5,Finished,null,https://www.class-central.com/mooc/595/coursera-computational-methods-for-data-analysis
Computational Methods for Data Analysis,Coursera,Data Science and Big Data,University of Washington,English,10-12 hours a week,2013-01-07,10,2013-06-18,,3,5,Finished,null,https://www.class-central.com/mooc/595/coursera-computational-methods-for-data-analysis
Surveillance Law,Coursera,Law,Stanford University,English,1-3 hours a week,2015-01-20,6,2015-06-03,,3,4.666666667,Finished,Certificate Available,https://www.class-central.com/mooc/2463/coursera-surveillance-law
Surveillance Law,Coursera,Law,Stanford University,English,1-3 hours a week,2014-10-14,6,2015-02-25,,3,4.666666667,Finished,Certificate Available,https://www.class-central.com/mooc/2463/coursera-surveillance-law
VLSI CAD: Logic to Layout,Coursera,Programming,University of Illinois at Urbana-Champaign,English,10-12 hours a week,2015-02-02,10,2015-07-13,,3,4.666666667,Finished,null,https://www.class-central.com/mooc/428/coursera-vlsi-cad-logic-to-layout
VLSI CAD: Logic to Layout,Coursera,Programming,University of Illinois at Urbana-Champaign,English,10-12 hours a week,2014-03-03,10,2014-08-12,,3,4.666666667,Finished,null,https://www.class-central.com/mooc/428/coursera-vlsi-cad-logic-to-layout
VLSI CAD: Logic to Layout,Coursera,Programming,University of Illinois at Urbana-Champaign,English,10-12 hours a week,2013-03-04,10,2013-08-13,,3,4.666666667,Finished,null,https://www.class-central.com/mooc/428/coursera-vlsi-cad-logic-to-layout
On Strategy: What Managers can learn from Philosophy - Part 2,Coursera,Management & Leadership,?cole Centrale Paris,English,2-3 hours a week,2015-02-16,3,2015-06-09,,3,4.666666667,Finished,Certificate Available,https://www.class-central.com/mooc/2945/coursera-on-strategy-what-managers-can-learn-from-philosophy-part-2
Bioinformatics Algorithms (Part 2),Coursera,Bioinformatics,"University of California, San Diego",English,8-12 hours a week,2015-03-16,10,2015-08-25,,3,4.666666667,Finished,Certificate Available,https://www.class-central.com/mooc/2290/coursera-bioinformatics-algorithms-part-2
Sagas and Space - Thinking Space in Viking Age and Medieval Scandinavia,Coursera,Physics,University of Zurich,English,3-5 hours a week,2015-04-07,8,2015-09-02,,3,4.666666667,Finished,Certificate Available,https://www.class-central.com/mooc/3240/coursera-sagas-and-space-thinking-space-in-viking-age-and-medieval-scandinavia
Social Entrepreneurship,Coursera,Entrepreneurship,Copenhagen Business School,English,4-6 hours a week,2015-04-21,12,2015-10-14,,3,4.666666667,Finished,Certificate Available,https://www.class-central.com/mooc/1413/coursera-social-entrepreneurship
Social Entrepreneurship,Coursera,Entrepreneurship,Copenhagen Business School,English,4-6 hours a week,2014-09-03,12,2015-02-26,,3,4.666666667,Finished,Certificate Available,https://www.class-central.com/mooc/1413/coursera-social-entrepreneurship
Introduction to Mathematical Philosophy,Coursera,Philosophy,Ludwig-Maximilians-Universit?t M?nchen,English,2-3 hours a week,2015-04-27,8,2015-09-22,,3,4.666666667,Finished,Certificate Available,https://www.class-central.com/mooc/687/coursera-introduction-to-mathematical-philosophy
Introduction to Mathematical Philosophy,Coursera,Philosophy,Ludwig-Maximilians-Universit?t M?nchen,English,2-3 hours a week,2014-04-14,8,2014-09-09,,3,4.666666667,Finished,Certificate Available,https://www.class-central.com/mooc/687/coursera-introduction-to-mathematical-philosophy
Introduction to Mathematical Philosophy,Coursera,Philosophy,Ludwig-Maximilians-Universit?t M?nchen,English,2-3 hours a week,2013-07-29,8,2013-12-23,,3,4.666666667,Finished,Certificate Available,https://www.class-central.com/mooc/687/coursera-introduction-to-mathematical-philosophy
Understanding and Improving the US Healthcare System,Coursera,Public & Global Health,University of Michigan,English,2-3 hours a week,2015-05-18,6,2015-09-29,,3,4.666666667,Finished,Certificate Available,https://www.class-central.com/mooc/1138/coursera-understanding-and-improving-the-us-healthcare-system
Understanding and Improving the US Healthcare System,Coursera,Public & Global Health,University of Michigan,English,2-3 hours a week,2013-10-07,6,2014-02-18,,3,4.666666667,Finished,Certificate Available,https://www.class-central.com/mooc/1138/coursera-understanding-and-improving-the-us-healthcare-system
Launching New Ventures,Coursera,Entrepreneurship,?cole Polytechnique F?d?rale de Lausanne,English,3-4 hours a week,2015-05-25,5,2015-09-29,,3,3.666666667,Finished,Certificate Available,https://www.class-central.com/mooc/3375/coursera-launching-new-ventures
The Changing Global Order,Coursera,Political Science,Leiden University,English,6-8 hours a week,2015-06-01,6,2015-10-13,,3,3.666666667,Finished,Certificate Available,https://www.class-central.com/mooc/1723/coursera-the-changing-global-order
The Changing Global Order,Coursera,Political Science,Leiden University,English,6-8 hours a week,2014-10-20,6,2015-03-01,,3,3.666666667,Finished,Certificate Available,https://www.class-central.com/mooc/1723/coursera-the-changing-global-order
The Changing Global Order,Coursera,Political Science,Leiden University,English,6-8 hours a week,2014-05-19,6,2014-09-30,,3,3.666666667,Finished,Certificate Available,https://www.class-central.com/mooc/1723/coursera-the-changing-global-order
"Asset Pricing, Part 1",Coursera,Finance,The University of Chicago,English,10-15 hours a week,2015-06-08,7,2015-10-27,,3,3.666666667,Finished,Certificate Available,https://www.class-central.com/mooc/1052/coursera-asset-pricing-part-1
"Asset Pricing, Part 1",Coursera,Finance,The University of Chicago,English,10-15 hours a week,2015-01-18,7,2015-06-08,,3,3.666666667,Finished,Certificate Available,https://www.class-central.com/mooc/1052/coursera-asset-pricing-part-1
"Asset Pricing, Part 1",Coursera,Finance,The University of Chicago,English,10-15 hours a week,2013-09-30,7,2014-02-18,,3,3.666666667,Finished,Certificate Available,https://www.class-central.com/mooc/1052/coursera-asset-pricing-part-1
How to Succeed in College,Coursera,Higher Education,University of Kentucky,English,1-3 hours a week,2015-07-20,6,2015-11-30,,3,3.666666667,Finished,Certificate Available,https://www.class-central.com/mooc/2112/coursera-how-to-succeed-in-college
How to Succeed in College,Coursera,Higher Education,University of Kentucky,English,1-3 hours a week,2015-01-27,6,2015-06-10,,3,3.666666667,Finished,Certificate Available,https://www.class-central.com/mooc/2112/coursera-how-to-succeed-in-college
How to Succeed in College,Coursera,Higher Education,University of Kentucky,English,1-3 hours a week,2014-07-15,6,2014-11-26,,3,3.666666667,Finished,Certificate Available,https://www.class-central.com/mooc/2112/coursera-how-to-succeed-in-college
Social Entrepreneurship,Coursera,Entrepreneurship,University of Pennsylvania,English,4-6 hours a week,2015-09-14,5,2016-01-19,,3,3.666666667,Finished,Certificate Available,https://www.class-central.com/mooc/2136/coursera-social-entrepreneurship
Social Entrepreneurship,Coursera,Entrepreneurship,University of Pennsylvania,English,4-6 hours a week,2014-09-08,5,2015-01-13,,3,3.666666667,Finished,Certificate Available,https://www.class-central.com/mooc/2136/coursera-social-entrepreneurship
"Sleep: Neurobiology, Medicine, and Society",Coursera,Science,University of Michigan,English,2-6 hours a week,2015-10-05,9,2016-03-07,,3,3.666666667,Finished,null,https://www.class-central.com/mooc/3233/coursera-sleep-neurobiology-medicine-and-society
"Sleep: Neurobiology, Medicine, and Society",Coursera,Science,University of Michigan,English,2-6 hours a week,2015-06-01,9,2015-11-03,,3,3.666666667,Finished,null,https://www.class-central.com/mooc/3233/coursera-sleep-neurobiology-medicine-and-society
"Sleep: Neurobiology, Medicine, and Society",Coursera,Science,University of Michigan,English,2-6 hours a week,2015-04-06,9,2015-09-08,,3,2.333333333,Finished,null,https://www.class-central.com/mooc/3233/coursera-sleep-neurobiology-medicine-and-society
Teaching and Assessing Clinical Skills,Coursera,Health Care & Research,University of Michigan,English,3-5 hours a week,2015-10-05,6,2016-02-16,,3,4.666666667,Finished,Certificate Available,https://www.class-central.com/mooc/2574/coursera-teaching-and-assessing-clinical-skills
Teaching and Assessing Clinical Skills,Coursera,Health Care & Research,University of Michigan,English,3-5 hours a week,2015-06-01,6,2015-10-13,,3,4.333333333,Finished,Certificate Available,https://www.class-central.com/mooc/2574/coursera-teaching-and-assessing-clinical-skills
Teaching and Assessing Clinical Skills,Coursera,Health Care & Research,University of Michigan,English,3-5 hours a week,2015-02-02,6,2015-06-16,,3,4.333333333,Finished,Certificate Available,https://www.class-central.com/mooc/2574/coursera-teaching-and-assessing-clinical-skills
Teaching and Assessing Clinical Skills,Coursera,Health Care & Research,University of Michigan,English,3-5 hours a week,2014-10-06,6,2015-02-17,,3,4.333333333,Finished,Certificate Available,https://www.class-central.com/mooc/2574/coursera-teaching-and-assessing-clinical-skills
Internet of Things: Setting Up Your DragonBoard™ Development Platform,Coursera,Internet of Things,"University of California, San Diego",English,null,2015-10-15,10,2016-03-24,,3,4.333333333,Finished,Paid Certificate Available,https://www.class-central.com/mooc/4260/coursera-internet-of-things-setting-up-your-dragonboard-development-platform
The History of Modern Israel - From an Idea to a State,Coursera,History,Tel Aviv University,English,null,2015-11-09,3,2016-02-29,,3,4.666666667,Finished,Paid Certificate Available,https://www.class-central.com/mooc/4791/coursera-the-history-of-modern-israel-from-an-idea-to-a-state
Scientific Computing,Coursera,Data Science and Big Data,University of Washington,English,10-15 hours a week,2015-11-16,10,2016-04-25,,3,4.666666667,Finished,null,https://www.class-central.com/mooc/416/coursera-scientific-computing
Scientific Computing,Coursera,Data Science and Big Data,University of Washington,English,10-15 hours a week,2014-08-26,10,2015-02-04,,3,5,Finished,null,https://www.class-central.com/mooc/416/coursera-scientific-computing
Scientific Computing,Coursera,Data Science and Big Data,University of Washington,English,10-15 hours a week,2013-09-25,10,2014-03-04,,3,5,Finished,null,https://www.class-central.com/mooc/416/coursera-scientific-computing
Scientific Computing,Coursera,Data Science and Big Data,University of Washington,English,10-15 hours a week,2013-06-03,10,2013-11-12,,3,5,Finished,null,https://www.class-central.com/mooc/416/coursera-scientific-computing
Scientific Computing,Coursera,Data Science and Big Data,University of Washington,English,10-15 hours a week,2013-04-01,10,2013-09-10,,3,5,Finished,null,https://www.class-central.com/mooc/416/coursera-scientific-computing
Scientific Computing,Coursera,Data Science and Big Data,University of Washington,English,10-15 hours a week,2013-01-07,10,2013-06-18,,3,5,Finished,null,https://www.class-central.com/mooc/416/coursera-scientific-computing
Scientific Computing,Coursera,Data Science and Big Data,University of Washington,English,10-15 hours a week,2012-09-24,10,2013-03-03,,3,5,Finished,null,https://www.class-central.com/mooc/416/coursera-scientific-computing
Forensic Accounting and Fraud Examination,Coursera,Finance,West Virginia University,English,3-5 hours a week,2016-02-01,5,2016-06-07,,3,5,Finished,Paid Certificate Available,https://www.class-central.com/mooc/2465/coursera-forensic-accounting-and-fraud-examination
Forensic Accounting and Fraud Examination,Coursera,Finance,West Virginia University,English,3-5 hours a week,2014-11-03,5,2015-03-08,,3,5,Finished,Paid Certificate Available,https://www.class-central.com/mooc/2465/coursera-forensic-accounting-and-fraud-examination
Engagement & Nurture Marketing Strategies,Coursera,Marketing,Northwestern University,English,null,2016-07-04,4,2016-11-01,,3,5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4331/coursera-engagement-nurture-marketing-strategies
Engagement & Nurture Marketing Strategies,Coursera,Marketing,Northwestern University,English,null,2016-06-20,4,2016-10-18,,3,5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4331/coursera-engagement-nurture-marketing-strategies
Engagement & Nurture Marketing Strategies,Coursera,Marketing,Northwestern University,English,null,2016-06-06,4,2016-10-04,,3,4.666666667,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4331/coursera-engagement-nurture-marketing-strategies
Engagement & Nurture Marketing Strategies,Coursera,Marketing,Northwestern University,English,null,2016-05-23,4,2016-09-20,,3,3.333333333,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4331/coursera-engagement-nurture-marketing-strategies
Engagement & Nurture Marketing Strategies,Coursera,Marketing,Northwestern University,English,null,2016-04-04,4,2016-08-02,,3,3.666666667,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4331/coursera-engagement-nurture-marketing-strategies
Engagement & Nurture Marketing Strategies,Coursera,Marketing,Northwestern University,English,null,2016-03-21,4,2016-07-18,,3,3.333333333,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4331/coursera-engagement-nurture-marketing-strategies
Engagement & Nurture Marketing Strategies,Coursera,Marketing,Northwestern University,English,null,2016-03-07,4,2016-07-04,,3,3.333333333,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4331/coursera-engagement-nurture-marketing-strategies
Engagement & Nurture Marketing Strategies,Coursera,Marketing,Northwestern University,English,null,2016-02-22,4,2016-06-21,,3,3.666666667,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4331/coursera-engagement-nurture-marketing-strategies
Engagement & Nurture Marketing Strategies,Coursera,Marketing,Northwestern University,English,null,2016-02-08,4,2016-06-07,,3,3.666666667,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4331/coursera-engagement-nurture-marketing-strategies
Engagement & Nurture Marketing Strategies,Coursera,Marketing,Northwestern University,English,null,2016-01-25,4,2016-05-22,,3,3.666666667,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4331/coursera-engagement-nurture-marketing-strategies
Engagement & Nurture Marketing Strategies,Coursera,Marketing,Northwestern University,English,null,2016-01-11,4,2016-05-08,,3,2.333333333,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4331/coursera-engagement-nurture-marketing-strategies
Engagement & Nurture Marketing Strategies,Coursera,Marketing,Northwestern University,English,null,2015-12-28,4,2016-04-25,,3,2.333333333,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4331/coursera-engagement-nurture-marketing-strategies
Engagement & Nurture Marketing Strategies,Coursera,Marketing,Northwestern University,English,null,2015-12-14,4,2016-04-11,,3,3.666666667,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4331/coursera-engagement-nurture-marketing-strategies
Engagement & Nurture Marketing Strategies,Coursera,Marketing,Northwestern University,English,null,2015-11-30,4,2016-03-28,,3,4.333333333,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4331/coursera-engagement-nurture-marketing-strategies
Reason and Persuasion: Thinking Through Three Dialogues By Plato,Coursera,Philosophy,National University of Singapore,English,3-4 hours a week,2016-07-04,8,2016-11-29,,3,4.333333333,Upcoming,null,https://www.class-central.com/mooc/980/coursera-reason-and-persuasion-thinking-through-three-dialogues-by-plato
Reason and Persuasion: Thinking Through Three Dialogues By Plato,Coursera,Philosophy,National University of Singapore,English,3-4 hours a week,2016-06-06,8,2016-11-01,,3,4.333333333,Upcoming,null,https://www.class-central.com/mooc/980/coursera-reason-and-persuasion-thinking-through-three-dialogues-by-plato
Reason and Persuasion: Thinking Through Three Dialogues By Plato,Coursera,Philosophy,National University of Singapore,English,3-4 hours a week,2015-01-12,8,2015-06-09,,3,5,Upcoming,null,https://www.class-central.com/mooc/980/coursera-reason-and-persuasion-thinking-through-three-dialogues-by-plato
Reason and Persuasion: Thinking Through Three Dialogues By Plato,Coursera,Philosophy,National University of Singapore,English,3-4 hours a week,2014-02-10,8,2014-07-07,,3,5,Upcoming,null,https://www.class-central.com/mooc/980/coursera-reason-and-persuasion-thinking-through-three-dialogues-by-plato
Managing the Company of the Future,Coursera,Management & Leadership,University of London International Programmes,English,2-4 hours a week,2016-07-04,5,2016-11-08,,3,5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/2920/coursera-managing-the-company-of-the-future
Managing the Company of the Future,Coursera,Management & Leadership,University of London International Programmes,English,2-4 hours a week,2016-06-06,5,2016-10-11,,3,4,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/2920/coursera-managing-the-company-of-the-future
Managing the Company of the Future,Coursera,Management & Leadership,University of London International Programmes,English,2-4 hours a week,2016-04-11,5,2016-08-16,,3,4,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/2920/coursera-managing-the-company-of-the-future
Managing the Company of the Future,Coursera,Management & Leadership,University of London International Programmes,English,2-4 hours a week,2016-03-14,5,2016-07-18,,3,4,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/2920/coursera-managing-the-company-of-the-future
Managing the Company of the Future,Coursera,Management & Leadership,University of London International Programmes,English,2-4 hours a week,2016-02-15,5,2016-06-21,,3,4,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/2920/coursera-managing-the-company-of-the-future
Managing the Company of the Future,Coursera,Management & Leadership,University of London International Programmes,English,2-4 hours a week,2016-01-20,5,2016-05-24,,3,4.333333333,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/2920/coursera-managing-the-company-of-the-future
Managing the Company of the Future,Coursera,Management & Leadership,University of London International Programmes,English,2-4 hours a week,2015-02-02,5,2015-06-09,,3,4.333333333,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/2920/coursera-managing-the-company-of-the-future
