"url","title","platform","institution","subject","language","keywords","totalReviewCount","totalReviewValue","time","timeReviewCount","timeReviewValue"
"https://www.class-central.com/mooc/374/coursera-algorithms-design-and-analysis-part-1","Algorithms: Design and Analysis, Part 1","Coursera","Stanford University","Theoretical Computer Science","English","algorithms,bigoh,heaps,quicksort,conquer,cuts,contraction,bloom","56","4.821429","46","1","5.0"
"https://www.class-central.com/mooc/374/coursera-algorithms-design-and-analysis-part-1","Algorithms: Design and Analysis, Part 1","Coursera","Stanford University","Theoretical Computer Science","English","algorithms,bigoh,heaps,quicksort,conquer,cuts,contraction,bloom","56","4.821429","47","1","5.0"
"https://www.class-central.com/mooc/374/coursera-algorithms-design-and-analysis-part-1","Algorithms: Design and Analysis, Part 1","Coursera","Stanford University","Theoretical Computer Science","English","algorithms,bigoh,heaps,quicksort,conquer,cuts,contraction,bloom","56","4.821429","48","1","4.0"
"https://www.class-central.com/mooc/374/coursera-algorithms-design-and-analysis-part-1","Algorithms: Design and Analysis, Part 1","Coursera","Stanford University","Theoretical Computer Science","English","algorithms,bigoh,heaps,quicksort,conquer,cuts,contraction,bloom","56","4.821429","49","3","15.0"
"https://www.class-central.com/mooc/374/coursera-algorithms-design-and-analysis-part-1","Algorithms: Design and Analysis, Part 1","Coursera","Stanford University","Theoretical Computer Science","English","algorithms,bigoh,heaps,quicksort,conquer,cuts,contraction,bloom","56","4.821429","50","5","24.0"
"https://www.class-central.com/mooc/374/coursera-algorithms-design-and-analysis-part-1","Algorithms: Design and Analysis, Part 1","Coursera","Stanford University","Theoretical Computer Science","English","algorithms,bigoh,heaps,quicksort,conquer,cuts,contraction,bloom","56","4.821429","51","1","5.0"
"https://www.class-central.com/mooc/374/coursera-algorithms-design-and-analysis-part-1","Algorithms: Design and Analysis, Part 1","Coursera","Stanford University","Theoretical Computer Science","English","algorithms,bigoh,heaps,quicksort,conquer,cuts,contraction,bloom","56","4.821429","53","1","4.0"
"https://www.class-central.com/mooc/374/coursera-algorithms-design-and-analysis-part-1","Algorithms: Design and Analysis, Part 1","Coursera","Stanford University","Theoretical Computer Science","English","algorithms,bigoh,heaps,quicksort,conquer,cuts,contraction,bloom","56","4.821429","54","3","15.0"
"https://www.class-central.com/mooc/374/coursera-algorithms-design-and-analysis-part-1","Algorithms: Design and Analysis, Part 1","Coursera","Stanford University","Theoretical Computer Science","English","algorithms,bigoh,heaps,quicksort,conquer,cuts,contraction,bloom","56","4.821429","55","1","5.0"
"https://www.class-central.com/mooc/374/coursera-algorithms-design-and-analysis-part-1","Algorithms: Design and Analysis, Part 1","Coursera","Stanford University","Theoretical Computer Science","English","algorithms,bigoh,heaps,quicksort,conquer,cuts,contraction,bloom","56","4.821429","56","1","5.0"
